CLUSTER,APOGEE_ID,C_O,sigma_CO,C_FE,O_FE,FE_H,FE_H_ERR,SNR,TEFF,LOGG,VHELIO_AVG,RA,DEC,age_gyr,logage,MG_FE,SI_FE,AL_FE,RV_PROB,FEH_PROB,PM_PROB
NGC 2158,2M06071764+2410276,0.43593260674540485,0.04810410996748024,-0.14035,-0.04019701,-0.2702,0.0103547,99.54738,5070.622,2.583572,26.02863,91.823541,24.174353,1.5488151224416984,9.1899995803833,0.04972801,0.005055189,0.005300999,0.8,0.73,0.61
NGC 2158,2M06071787+2405542,0.35741620930166584,0.013825767094673175,-0.11942,0.0669781,-0.23136,0.008075773,167.4331,4447.937,1.902849,29.20275,91.824499,24.098394,1.5488151224416984,9.1899995803833,0.05189,0.00218083,0.026702,0.72,0.9,0.87
NGC 2158,2M06071789+2408326,0.3520637855945309,0.03962022835357211,-0.02548799,0.167463,-0.24265,0.0136644,88.09541,4874.258,2.393727,26.94585,91.824546,24.142412,1.5488151224416984,9.1899995803833,0.032911,0.03443761,0.04831299,0.97,1.0,0.97
NGC 2158,2M06071884+2401400,0.438355379361107,0.061874814805942445,-0.08911701,0.008628994,-0.24312,0.01126731,102.0099,5176.044,3.076745,26.64152,91.828531,24.027788,1.5488151224416984,9.1899995803833,-0.01422201,-0.010206,0.04489699,0.93,1.0,0.72
NGC 2158,2M06071895+2407435,0.48879791468894146,0.06153025462242478,-0.14706,-0.096617,-0.23327,0.01258497,102.4959,5022.476,2.595635,26.58019,91.828979,24.128777,1.5488151224416984,9.1899995803833,0.031507,0.0352276,0.070198,0.92,0.92,0.64
NGC 2158,2M06071913+2400148,0.3819094057884513,0.044645399271239214,-0.1025,0.05511199,-0.23583,0.01240825,71.915,4983.169,2.576837,28.63476,91.829747,24.004124,1.5488151224416984,9.1899995803833,0.03928199,0.004888892,0.03348999,0.86,0.95,2.0
NGC 2158,2M06072041+2407463,0.2995444962916537,0.03492720269903622,-0.14861,0.114501,-0.27512,0.01316325,63.22271,4925.5,2.500285,28.79419,91.835058,24.129555,1.5488151224416984,9.1899995803833,0.066874,0.008512527,0.05521199,0.83,0.63,0.96
NGC 2158,2M06072149+2404559,0.3881104661149475,0.02966400347476883,-0.12909,0.02152699,-0.25349,0.01105882,131.0588,4755.798,2.347159,25.27566,91.839549,24.08222,1.5488151224416984,9.1899995803833,0.046459,0.008272603,0.04106,0.6,0.97,0.92
NGC 2158,2M06072194+2404169,0.36492392256880607,0.043631263634192056,-0.11832,0.05905001,-0.24913,0.009597646,134.4665,5182.757,2.966664,27.09761,91.841445,24.071381,1.5488151224416984,9.1899995803833,-0.016032,0.03853661,0.02169499,0.99,0.99,0.8
NGC 2158,2M06072254+2407093,0.35649408998881027,0.029011057103795944,-0.10232,0.08520001,-0.26723,0.008932968,152.6702,4970.348,2.533119,26.90282,91.843952,24.119272,1.5488151224416984,9.1899995803833,0.04146102,0.03090063,0.051413,0.97,0.78,0.63
NGC 2158,2M06072333+2402417,0.4696186377801821,0.047618822093709864,-0.11293,-0.04510298,-0.20348,0.01251076,92.08972,4876.968,2.688364,26.52209,91.847228,24.044943,1.5488151224416984,9.1899995803833,0.01195201,-0.0310984,0.111717,0.91,0.39,0.96
NGC 2158,2M06072443+2400524,0.4980688079340178,0.05014371149886689,-0.08897001,-0.04668701,-0.25959,0.01182977,66.75472,4906.613,2.546168,28.66356,91.851799,24.014559,1.5488151224416984,9.1899995803833,0.048547,0.02834959,0.05353498,0.86,0.9,0.77
NGC 2158,2M06072594+2402252,0.48225900353185946,0.03788825633966167,-0.07536,-0.019068,-0.234,0.01086014,128.5618,4796.365,2.444805,25.83999,91.858119,24.040348,1.5488151224416984,9.1899995803833,0.037321,0.03388759,0.03608499,0.76,0.93,0.81
NGC 2158,2M06072597+2406079,0.2826684480305938,0.03754474942688981,-0.04140201,0.246893,-0.25088,0.01134485,101.9103,5132.004,3.27204,28.64818,91.858232,24.102221,1.5488151224416984,9.1899995803833,-0.005723,0.02122959,0.08092299,0.86,0.99,0.78
NGC 2158,2M06072624+2409568,0.42881032558315185,0.04743803283318571,-0.04350901,0.0637981,-0.23446,0.01158371,76.6855,4997.646,2.7281,25.20487,91.859336,24.165781,1.5488151224416984,9.1899995803833,0.090251,0.02147759,0.02903998,0.58,0.94,0.95
NGC 2158,2M06072676+2404394,0.42426220468374676,0.0459780256862328,-0.079983,0.031955,-0.21397,0.01107353,113.1338,5018.843,2.947834,30.28271,91.8615,24.077621,1.5488151224416984,9.1899995803833,0.043134,0.0264606,-0.01182801,0.43,0.59,0.68
NGC 2158,2M06072822+2408020,0.3299076182728899,0.03303499128605281,-0.11622,0.10496,-0.23532,0.009449074,132.1154,5078.708,2.744465,26.43842,91.867595,24.1339,1.5488151224416984,9.1899995803833,0.003262013,0.0458706,-0.001088008,0.89,0.95,0.77
NGC 2158,2M06072907+2402151,0.42080058455882435,0.036599416668447605,-0.13289,-0.01739399,-0.20092,0.01003471,88.31635,4945.598,2.595795,28.10477,91.871145,24.037548,1.5488151224416984,9.1899995803833,0.05516501,0.0384236,0.02930799,0.96,0.35,0.92
NGC 2158,2M06072918+2408185,0.46602512804301255,0.042285591501799925,-0.15281,-0.08164699,-0.23972,0.00967766,83.03603,4993.22,2.603722,29.26344,91.871603,24.138487,1.5488151224416984,9.1899995803833,0.036531,0.01663961,-0.052599,0.71,0.98,0.23
NGC 2158,2M06072940+2408441,0.6797188977088084,0.06995430129681547,-0.09954,-0.192297,-0.18969,0.0106832,122.911,5017.107,2.727546,26.02284,91.872528,24.145597,1.5488151224416984,9.1899995803833,-0.01569301,0.0370426,0.05682559,0.8,0.19,0.77
NGC 2158,2M06073032+2407227,0.4361334073622752,0.036477253326885395,-0.15867,-0.05871701,-0.281,0.009662554,154.8452,4928.016,2.492636,28.31077,91.876353,24.12299,1.5488151224416984,9.1899995803833,0.03267398,0.02156958,0.07504499,0.93,0.52,0.92
NGC 2158,2M06073068+2407003,0.5097407509909293,0.0628482518432835,-0.10674,-0.07451701,-0.23082,0.0126136,102.6595,5005.014,2.515425,26.77458,91.877874,24.116751,1.5488151224416984,9.1899995803833,0.019235,0.0243246,0.062512,0.95,0.89,0.87
NGC 2158,2M06073106+2412595,0.5236478737632521,0.06343041015161349,-0.13934,-0.118807,-0.24811,0.01250897,104.3693,4996.141,2.536771,29.19857,91.879421,24.216528,1.5488151224416984,9.1899995803833,0.05366801,-0.0246644,-0.05902901,0.72,1.0,2.0
NGC 2158,2M06073211+2409457,0.30147781183811806,0.023370928292606927,-0.07248399,0.187833,-0.26478,0.010291,136.0829,4823.13,2.518266,26.7762,91.883823,24.162722,1.5488151224416984,9.1899995803833,0.03815001,0.05511561,0.002081007,0.95,0.82,0.53
NGC 2158,2M06073232+2404361,0.2551052195023083,0.031069187748848814,-0.1254,0.207453,-0.25157,0.01088817,116.2098,5101.57,2.976392,26.57439,91.884681,24.076696,1.5488151224416984,9.1899995803833,-0.001581013,0.03602558,-0.042979,0.92,0.98,0.52
NGC 2158,2M06073254+2410410,0.6972673739100199,0.07380178070310002,-0.12104,-0.224867,-0.2333,0.01070606,122.7869,5025.842,2.701244,19.83489,91.885597,24.17808,1.5488151224416984,9.1899995803833,0.021045,0.0249726,0.013421,0.0,0.92,0.77
NGC 2158,2M06073469+2405402,0.2267124365436914,0.033011794996660404,-0.080654,0.303443,-0.27571,0.01272866,84.08683,5102.78,2.839149,26.07182,91.894556,24.094511,1.5488151224416984,9.1899995803833,0.01420999,0.04645661,0.02644098,0.81,0.62,0.99
NGC 2158,2M06073636+2405001,0.42178228905969267,0.04148479918464713,-0.10983,0.004654005,-0.22528,0.01057911,75.08591,4986.682,2.678174,29.23502,91.901541,24.083387,1.5488151224416984,9.1899995803833,0.06853531,0.04611062,0.06377099,0.71,0.8,0.83
NGC 2158,2M06073638+2403137,0.21413090103134097,0.020533827361777002,-0.14796,0.260933,-0.26536,0.01016439,141.5692,4986.829,2.53473,27.60911,91.901623,24.053812,1.5488151224416984,9.1899995803833,0.03399298,0.05660459,0.004400998,1.0,0.81,0.85
NGC 2158,2M06073652+2407000,0.33320871706464134,0.036218480552139616,-0.08150399,0.135352,-0.25772,0.01110906,116.622,5008.611,2.56566,24.46108,91.902192,24.116678,1.5488151224416984,9.1899995803833,0.04728501,0.0519066,0.018053,0.38,0.93,0.75
NGC 2158,2M06073722+2400536,0.2259952673124891,0.018198458580817523,-0.19099,0.194483,-0.21234,0.009045488,155.3423,4965.704,2.503622,2.323464,91.9051,24.014898,1.5488151224416984,9.1899995803833,0.004516006,0.0388376,0.02822399,0.0,0.56,2.0
NGC 2158,2M06073794+2403315,0.6042676498835078,0.06495328215779102,-0.1067,-0.148357,-0.24049,0.01111971,120.6067,5003.216,2.587701,27.76925,91.908119,24.058769,1.5488151224416984,9.1899995803833,0.002289012,0.0424736,0.05514,0.99,0.99,0.91
NGC 2158,2M06073917+2409098,0.42422703774750553,0.043670047086364794,-0.13854,-0.026566,-0.2141,0.01109478,74.49575,4982.65,2.570159,29.57727,91.913248,24.152727,1.5488151224416984,9.1899995803833,0.04984701,0.05449361,-0.004954994,0.62,0.59,0.87
NGC 2158,2M06073998+2403546,0.39265428429502275,0.03687206093534996,-0.13704,0.008522004,-0.26145,0.01035533,79.97169,4961.708,2.592166,29.14281,91.916617,24.065184,1.5488151224416984,9.1899995803833,0.06365299,0.0545166,0.03277299,0.74,0.88,0.72
NGC 2158,2M06074028+2408430,0.5698720203491313,0.07811871577697743,-0.07335202,-0.08955701,-0.22207,0.01112671,103.8589,5172.218,3.182463,28.25756,91.917843,24.145281,1.5488151224416984,9.1899995803833,-0.008481994,-0.01419491,-0.01032002,0.93,0.75,0.75
NGC 2158,2M06074162+2405540,0.4905613682059412,0.045185428471175314,-0.08707601,-0.03819701,-0.25302,0.01094965,69.12019,4905.904,2.538924,26.6768,91.923452,24.098347,1.5488151224416984,9.1899995803833,0.02727899,0.04355659,-0.006989002,0.94,0.97,0.45
NGC 2158,2M06074219+2403305,0.25061631760400155,0.023465337833597284,-0.15022,0.190343,-0.22417,0.01066197,136.2773,4943.108,2.487181,28.34392,91.925799,24.058477,1.5488151224416984,9.1899995803833,0.008614004,0.0416176,0.061408,0.92,0.78,0.95
NGC 2158,2M06074272+2402514,0.38767637370041375,0.03962582711434758,-0.11399,0.03711301,-0.28702,0.01063259,75.52122,4993.125,2.595109,25.14155,91.92803,24.047638,1.5488151224416984,9.1899995803833,0.06056781,0.03270361,-0.0009990036,0.56,0.41,0.8
NGC 2158,2M06074437+2405053,0.5445870683363863,0.05277083794642023,-0.07415201,-0.07064699,-0.24244,0.01012219,136.3575,5002.326,2.856685,29.78823,91.934903,24.084816,1.5488151224416984,9.1899995803833,0.02503701,0.0218316,-0.018759,0.56,0.99,0.93
NGC 2158,2M06074629+2406533,0.32658357172770497,0.03194558644124433,-0.04396501,0.181613,-0.22498,0.01013411,128.5068,5013.872,2.715604,27.23716,91.942885,24.114807,1.5488151224416984,9.1899995803833,0.006743997,0.04548159,0.07409279,0.99,0.8,0.93
NGC 2158,2M06074904+2404398,0.31461785402108927,0.022882584291802593,-0.09050298,0.151286,-0.28252,0.01005859,149.0959,4787.725,2.344824,27.0366,91.95436,24.077736,1.5488151224416984,9.1899995803833,0.03791001,0.04115862,0.02708098,0.98,0.49,0.91
NGC 2158,2M06075083+2412589,0.3759900519979136,0.01229407908794543,-0.08232796,0.08206803,-0.35618,0.009296584,813.1524,3963.277,0.9982935,28.61928,91.961828,24.216381,1.5488151224416984,9.1899995803833,0.06896994,-0.004637361,-0.06249899,0.87,0.0,2.0
NGC 2158,2M06075243+2403561,0.5385293090803113,0.052688334883513654,-0.12093,-0.112567,-0.2474,0.01041273,78.11432,4988.928,2.652941,25.99316,91.968459,24.065599,1.5488151224416984,9.1899995803833,0.04805,0.0253146,0.05023,0.8,1.0,2.0
NGC 2158,2M06075682+2408276,1.0292700706611524,0.10183276855718859,0.191,-0.081957,-0.21751,0.01078788,121.0491,4974.436,2.604696,31.59674,91.986759,24.141014,1.5488151224416984,9.1899995803833,0.01175,0.06502061,0.03774199,0.16,0.66,2.0
NGC 2158,2M06075797+2408455,0.3531659088685013,0.013401035175315289,-0.13528,0.05631357,-0.29647,0.008402033,350.9007,4352.451,1.686809,27.16947,91.99155,24.145985,1.5488151224416984,9.1899995803833,0.04180598,0.008537471,-0.01631904,0.99,0.26,2.0
NGC 2202,2M06165275+0605448,0.4387643640765338,0.061121328583189194,-0.003183007,0.09415799,-0.46538,0.01141415,67.78422,5111.313,2.559624,53.0874,94.21982,6.09579,,,0.08665502,0.08332559,0.229944,0.96,0.97,0.09
NGC 2202,2M06170653+0602591,0.3968061170101628,0.06634690439098682,0.009820014,0.150814,-0.4577,0.01212672,56.83483,5188.485,2.565402,52.8008,94.277228,6.049768,,,0.07261199,0.08617461,0.228616,0.91,0.97,0.55
NGC 2204,2M06145122-1842463,0.3161604670338983,0.03394560157450777,-0.19386,0.04580478,-0.24793,0.01210164,84.29639,4933.598,2.623539,91.94998,93.713446,-18.71287,2.0892946627203615,9.319999694824219,0.0499631,0.07090358,-0.066649,0.98,0.6,0.98
NGC 2204,2M06145845-1838429,0.3297038545225712,0.012281847391214303,-0.16662,0.05482832,-0.32475,0.008605211,503.8911,4285.802,1.44078,92.28201,93.743575,-18.645275,2.0892946627203615,9.319999694824219,0.05717501,0.02152961,4.1008e-05,1.0,0.45,0.72
NGC 2204,2M06150387-1841076,0.3387531672604013,0.0304772983106073,-0.14812,0.06156898,-0.27762,0.009796813,130.1408,4965.915,2.549031,92.02575,93.766144,-18.68545,2.0892946627203615,9.319999694824219,0.02543497,0.02763557,0.04028198,0.99,0.99,0.67
NGC 2204,2M06151360-1841498,0.32408105536419374,0.02586854350186342,-0.1735,0.0554187,-0.30463,0.008993628,151.519,4941.302,2.414003,91.84522,93.806669,-18.69718,2.0892946627203615,9.319999694824219,0.02900702,0.004799604,0.07071301,0.96,0.8,0.77
NGC 2204,2M06152020-1837581,0.3592860493965698,0.03655035474553449,-0.14662,0.03751199,-0.27028,0.01022525,117.0053,5024.206,2.653795,91.12301,93.834203,-18.632809,2.0892946627203615,9.319999694824219,0.05512799,0.02720159,0.087386,0.79,0.94,1.0
NGC 2204,2M06152142-1835512,0.29636324708082484,0.014460375366344242,-0.21185,0.055898,-0.25915,0.007674383,300.3255,4712.118,2.089586,92.12667,93.839279,-18.597576,2.0892946627203615,9.319999694824219,0.047802,0.0118576,0.05367799,0.99,0.79,0.84
NGC 2204,2M06152617-1831462,0.3572903893920986,0.03154517048101587,-0.15581,0.03074101,-0.25018,0.009352144,136.0368,4996.895,2.555045,92.05173,93.859071,-18.529524,2.0892946627203615,9.319999694824219,0.04984501,0.0212056,-0.002158999,0.99,0.64,1.0
NGC 2204,2M06153043-1838239,0.3080302330640034,0.017215974340449056,-0.15027,0.100709,-0.277,0.008126988,178.4376,4764.534,2.313871,92.15952,93.876832,-18.639999,2.0892946627203615,9.319999694824219,0.05496481,0.02520862,0.01674101,1.0,0.99,0.95
NGC 2204,2M06153140-1842562,0.3351558656138215,0.011262267118914258,-0.14205,0.07227552,-0.32684,0.009010318,675.0102,4073.978,1.140665,93.189,93.880852,-18.715635,2.0892946627203615,9.319999694824219,0.06974494,0.004011124,-0.02895901,0.88,0.41,0.78
NGC 2204,2M06153192-1839369,0.31040176670158803,0.013424694905290946,-0.18795,0.05969816,-0.30804,0.00811755,351.827,4533.068,1.793211,93.52212,93.883003,-18.660276,2.0892946627203615,9.319999694824219,0.05642501,0.03088558,0.02255097,0.79,0.74,0.04
NGC 2204,2M06153442-1835030,0.3886023695634818,0.042600141152738046,-0.09329301,0.05677389,-0.25458,0.0115085,91.22203,4987.296,2.761703,109.3155,93.893457,-18.584175,2.0892946627203615,9.319999694824219,0.04454099,0.04462558,-0.05460903,0.0,0.72,0.75
NGC 2204,2M06153589-1841098,0.3266271973760131,0.026229588880934376,-0.11595,0.10957,-0.27486,0.01134793,108.6507,4765.1,2.307422,92.83941,93.899574,-18.686066,2.0892946627203615,9.319999694824219,0.03073199,0.04205859,0.032951,0.96,0.98,0.88
NGC 2204,2M06153666-1846527,0.35501469861497237,0.011406065457054896,-0.10666,0.08266601,-0.36072,0.009423126,977.0181,3904.563,0.8687491,92.68564,93.902763,-18.781319,2.0892946627203615,9.319999694824219,0.07137272,-0.004356384,-0.034949,0.98,0.07,0.94
NGC 2204,2M06153696-1836091,0.36059718696618925,0.031749613183763986,-0.17001,0.01254001,-0.28518,0.009314382,139.7114,4988.998,2.522444,92.1927,93.904002,-18.602537,2.0892946627203615,9.319999694824219,0.01377103,0.002071619,0.044341,1.0,1.0,0.77
NGC 2204,2M06154038-1846370,0.3186447918385581,0.013389294499291379,-0.17775,0.05851552,-0.29818,0.008162037,323.0984,4498.873,1.842351,91.23327,93.918288,-18.776964,2.0892946627203615,9.319999694824219,0.05187503,0.02247161,0.02037099,0.83,0.89,0.69
NGC 2204,2M06154536-1843351,0.3114098565379145,0.025770801362417772,-0.27403,-0.02779001,-0.24776,0.008932742,148.5725,4986.505,2.531132,92.86311,93.939024,-18.726418,2.0892946627203615,9.319999694824219,0.016559,0.01711559,0.08052699,0.95,0.6,0.8
NGC 2204,2M06154601-1840440,0.2928136609395421,0.02750352849321982,-0.18628,0.08670101,-0.28538,0.009801337,128.8579,4994.107,2.558539,91.20941,93.941732,-18.678911,2.0892946627203615,9.319999694824219,0.02438802,0.0167506,0.01205099,0.82,1.0,0.01
NGC 2204,2M06154970-1837393,0.3081081912413363,0.013649404307374933,-0.1856,0.0652691,-0.29719,0.008008809,304.468,4577.301,1.880193,92.6679,93.957093,-18.627602,2.0892946627203615,9.319999694824219,0.057464,0.0273326,0.02245098,0.98,0.9,0.54
NGC 2204,2M06155099-1834182,0.3512325562266141,0.028460807097886755,-0.13587,0.05810758,-0.26019,0.009079766,145.1947,4956.991,2.573523,91.59497,93.962487,-18.571749,2.0892946627203615,9.319999694824219,0.04640901,0.01672761,0.05195001,0.92,0.81,0.99
NGC 2204,2M06160212-1838467,0.5600068437128823,0.04060827698466735,0.091424,0.08280301,-0.30697,0.00839852,166.0236,4929.839,2.381757,92.47483,94.008855,-18.64632,2.0892946627203615,9.319999694824219,0.04017001,0.03180259,0.03921098,1.0,0.76,0.97
NGC 2204,2M06161325-1844156,0.41590136377046705,0.0347621772958478,-0.13778,-0.017198,-0.26909,0.008721518,151.096,5007.414,2.536871,92.28373,94.055226,-18.737682,2.0892946627203615,9.319999694824219,0.04950202,0.02581361,0.05008899,1.0,0.93,0.79
NGC 2204,2M06161760-1833592,0.32557985427620034,0.03128347191089026,-0.16504,0.06187482,-0.27579,0.01019131,119.2708,4984.269,2.4922,91.55105,94.073358,-18.566463,2.0892946627203615,9.319999694824219,0.04602101,0.03875862,0.116931,0.91,0.98,2.0
NGC 2232,2M06272062-0451135,0.4760943652262549,0.01608959927302737,0.004728317,0.06660762,-0.37209,0.009223512,446.4198,4024.328,0.9652004,81.08085,96.835934,-4.853771,0.01778279410038923,7.25,0.09844902,-0.02109039,-0.06683901,0.87,0.87,0.71
NGC 2232,2M06273002-0442490,0.3793982684376076,0.01308205342663365,-0.043704,0.116773,-0.3602,0.009065628,348.4001,4089.348,1.288059,81.70933,96.875092,-4.713633,0.01778279410038923,7.25,0.110411,0.01454061,-0.01913902,0.99,0.98,0.1
NGC 2243,2M06290304-3109275,0.2821286231729047,0.032581839070117385,-0.008992195,0.280133,-0.41079,0.0137739,114.9995,4840.582,2.484731,60.3145,97.262707,-31.157652,4.365161773191001,9.640000343322754,0.07568303,0.02298862,0.166241,0.64,0.96,0.98
NGC 2243,2M06290304-3109275,0.4024476024407791,0.04153224263632417,-0.023711,0.111152,-0.4467,0.01257534,135.4153,4827.708,2.510708,60.28631,97.262707,-31.157652,4.365161773191001,9.640000343322754,0.06363091,0.0394986,0.116081,0.64,0.96,0.98
NGC 2243,2M06290304-3109275,0.28884466764463385,0.017390949417870637,-0.08974499,0.189163,-0.45655,0.007979628,208.1986,4790.352,2.314329,60.57368,97.262707,-31.157652,4.365161773191001,9.640000343322754,0.117686,0.07102561,0.120221,0.64,0.96,0.98
NGC 2243,2M06290541-3117025,0.39429234401734514,0.051970721137858965,0.096919,0.240673,-0.46984,0.01335598,72.75564,4949.749,2.513176,60.35086,97.272552,-31.284044,4.365161773191001,9.640000343322754,0.121379,0.09180158,0.140351,0.56,0.95,0.0
NGC 2243,2M06290541-3117025,0.38312045909337944,0.050519026464630155,0.048666,0.204903,-0.53428,0.01417166,69.97594,4887.093,2.316311,60.50952,97.272552,-31.284044,4.365161773191001,9.640000343322754,0.086941,0.09862059,0.131411,0.56,0.95,0.0
NGC 2243,2M06290934-3110325,0.30931384132006934,0.02880710804439616,-0.02120999,0.227963,-0.4866,0.01060169,126.5776,4877.019,2.511317,60.20766,97.288955,-31.175695,4.365161773191001,9.640000343322754,0.082564,0.08076659,0.107801,0.72,0.75,2.0
NGC 2243,2M06290934-3110325,0.34366023635631465,0.034668544666800395,-0.04119006,0.162253,-0.49413,0.01154533,113.0041,4866.151,2.377753,60.23193,97.288955,-31.175695,4.365161773191001,9.640000343322754,0.03597897,0.09745058,0.146631,0.72,0.75,2.0
NGC 2243,2M06291101-3120394,0.2912335100055593,0.021086771031147006,-0.057028,0.218303,-0.46506,0.008399004,177.4593,4883.223,2.279545,60.21444,97.295913,-31.344297,4.365161773191001,9.640000343322754,0.08151999,0.05066657,0.143741,0.71,0.98,2.0
NGC 2243,2M06291101-3120394,0.27110613430426056,0.017684750620578255,-0.12167,0.184763,-0.48295,0.00791168,261.1896,4852.09,2.172873,60.37531,97.295913,-31.344297,4.365161773191001,9.640000343322754,0.143132,0.08615163,0.129841,0.71,0.98,2.0
NGC 2243,2M06292300-3117299,0.290191297593706,0.023694045865096856,-0.05957496,0.217313,-0.50093,0.007822844,189.6871,5019.219,2.420434,59.41426,97.345852,-31.291649,4.365161773191001,9.640000343322754,0.12335,0.07559463,0.103011,0.59,1.0,0.97
NGC 2243,2M06292939-3115459,0.39735103121882537,0.04318046792622244,-0.05478102,0.08561698,-0.44307,0.01001743,129.5499,5043.514,2.509943,59.15026,97.372487,-31.262775,4.365161773191001,9.640000343322754,0.07196879,0.1085106,0.152441,0.54,0.93,0.95
NGC 2243,2M06292939-3115459,0.32243957084397096,0.0324460287362597,-0.07984501,0.151279,-0.45221,0.00962823,141.0286,5017.635,2.425653,59.35965,97.372487,-31.262775,4.365161773191001,9.640000343322754,0.100847,0.09556061,0.111321,0.54,0.93,0.95
NGC 2243,2M06293525-3115470,0.2693694592506557,0.046164504327596965,0.07109901,0.380323,-0.41363,0.01384076,51.18288,5113.028,2.947339,59.5851,97.396887,-31.263069,4.365161773191001,9.640000343322754,0.135386,0.1183906,-0.039689,0.95,0.53,0.87
NGC 2243,2M06293525-3115470,0.3042421450890357,0.04438863646944792,-0.03609997,0.220253,-0.4426,0.01385878,61.78562,4999.988,2.897952,59.91942,97.396887,-31.263069,4.365161773191001,9.640000343322754,0.153718,0.05107361,0.106641,0.95,0.53,0.87
NGC 2243,2M06293565-3117110,0.3020635655227238,0.03885212549889418,-0.11573,0.143744,-0.42493,0.01107313,103.8177,5088.227,2.619195,59.69162,97.398564,-31.286409,4.365161773191001,9.640000343322754,0.07495162,0.09640363,0.180411,0.99,0.7,0.4
NGC 2243,2M06293565-3117110,0.28763872462729856,0.03080828132460487,-0.09677199,0.183953,-0.45895,0.01044324,124.5644,4997.596,2.391418,59.81185,97.398564,-31.286409,4.365161773191001,9.640000343322754,0.111712,0.06441262,0.118011,0.99,0.7,0.4
NGC 2243,2M06294150-3114360,0.34416550081505215,0.02703604800516948,-0.04730201,0.155503,-0.45629,0.01040139,135.1833,4772.861,2.30351,59.42098,97.422932,-31.243345,4.365161773191001,9.640000343322754,0.0594773,0.02867362,0.09540099,0.82,1.0,0.96
NGC 2243,2M06294150-3114360,0.2833650831071261,0.018206801878861475,-0.08673301,0.200493,-0.44802,0.008778115,172.403,4760.15,2.163436,59.59241,97.422932,-31.243345,4.365161773191001,9.640000343322754,0.08604601,0.09547061,0.06369099,0.82,1.0,0.96
NGC 2243,2M06294583-3115382,0.2977140593834213,0.022241556271632407,-0.10305,0.162723,-0.45603,0.007578561,230.3784,4992.3,2.406754,60.36515,97.440965,-31.260618,4.365161773191001,9.640000343322754,0.120421,0.07781562,0.112321,0.69,1.0,0.75
NGC 2243,2M06294583-3115382,0.28442734963479155,0.030378433259168995,-0.09171799,0.193883,-0.45876,0.009996281,131.2209,5030.046,2.479957,60.23568,97.440965,-31.260618,4.365161773191001,9.640000343322754,0.07138628,0.07854858,0.147301,0.69,1.0,0.75
NGC 2243,2M06295100-3114428,0.2776926624700787,0.03486733722975138,-0.05192494,0.244083,-0.49707,0.01295342,81.63255,4930.982,2.593996,59.49829,97.462529,-31.245232,4.365161773191001,9.640000343322754,0.12492,0.1339606,0.095581,0.89,0.59,0.9
NGC 2243,2M06295100-3114428,0.3226527525691455,0.03676346420637614,-0.05548397,0.175353,-0.46549,0.0118442,100.203,4938.002,2.584502,59.72472,97.462529,-31.245232,4.365161773191001,9.640000343322754,0.123508,0.08743063,0.06379101,0.89,0.59,0.9
NGC 2264,2M06400758+0948005,0.38265583879967846,0.02142502896869379,-0.12949,0.027274,-0.1687,0.007137476,278.8826,4901.456,2.722055,8.890409,100.031619,9.800156,0.027542290662215266,7.440000057220459,0.02541001,-0.001841098,-0.041573,0.94,0.57,0.0
NGC 2264,2M06400758+0948005,0.3780500888353629,0.021733309945959324,-0.13242,0.029603,-0.17842,0.007106558,187.42,4923.344,2.803815,21.82281,100.031619,9.800156,0.027542290662215266,7.440000057220459,0.001088008,-0.002278998,0.012923,0.94,0.57,0.0
NGC 2264,2M06401370+0956305,0.7045640413706447,0.029482420387187225,0.02410501,-0.08424312,-0.40393,0.01190001,177.7573,3676.779,3.971297,24.96297,100.057093,9.941832,0.027542290662215266,7.440000057220459,-0.1376115,-0.06913701,-9999.0,0.83,,2.0
NGC 2264,2M06401370+0956305,0.7145299618432187,0.03528215107714442,-0.144255,-0.2587031,-0.21249,0.01411971,150.0537,3668.712,3.925754,24.77269,100.057093,9.941832,0.027542290662215266,7.440000057220459,-0.2973714,-0.201777,-9999.0,0.83,,2.0
NGC 2264,2M06402547+0948259,0.6456361579499448,0.03507254240979042,-0.0143906,-0.0848061,-0.24413,0.01304252,119.9664,4139.049,4.424592,25.8365,100.106155,9.807215,0.027542290662215266,7.440000057220459,-0.06947149,-0.027779,-9999.0,0.73,,0.78
NGC 2264,2M06402569+0958356,0.37218720972550023,0.018354896091579833,-0.10487,0.0639409,-0.2332,0.008159395,263.1487,4668.951,4.319957,21.08511,100.107063,9.976562,0.027542290662215266,7.440000057220459,-0.0345815,0.037659,0.003926009,0.84,0.96,0.0
NGC 2264,2M06402976+0942212,0.7342017502065374,0.053734840546125186,0.003875971,-0.1223671,-0.56817,0.02012811,107.8213,3805.243,4.056536,21.66464,100.124012,9.705897,0.027542290662215266,7.440000057220459,-0.1782715,-0.05537701,-9999.0,0.68,,0.68
NGC 2264,2M06402976+0942212,0.790479157569848,0.06039596733815233,-0.005379021,-0.1636971,-0.61696,0.02095586,102.6414,3810.337,3.961821,22.26816,100.124012,9.705897,0.027542290662215266,7.440000057220459,-0.2267315,-0.1007071,-9999.0,0.68,,0.68
NGC 2264,2M06402989+0950104,0.4783396092798118,0.023738390240580064,-0.048436,0.0114,-0.12193,0.008798569,183.3853,4589.26,4.275355,25.43325,100.124545,9.836231,0.027542290662215266,7.440000057220459,0.0359645,0.03038099,0.008116007,0.7,,0.53
