cluster_name,fe_h,mg_fe,mg_pred,mg_resid,mg_zscore,off_locus,age_gyr,age_bin,C_O_std,ra_cl,dec_cl,dist_cl,si_fe,al_fe,ba_fe,eu_fe,mn_fe,ni_fe
Dias_2,-0.1608884594777777,0.0135785351888888,0.0363050262535032,-0.0227264910646143,-0.6969663585881309,False,1.7377999128939918,1-2,0.1764,92.291,4.573,4.761904761904762,0.0539456169,0.0682752825925925,0.1848471313714981,0.1909848749637603,-0.0636803954839706,0.0268210489302873
Dias_6,-0.0098468298,0.0049706333624999,0.0121837247449298,-0.0072130913824298,-0.2212080175809971,False,1.096478099832217,1-2,0.1172,277.617,-12.33,3.021148036253776,0.07647524215625,0.0475026686875,0.0556271448731422,0.1425644010305404,-0.0165128298103809,0.050692118704319
Dolidze_32,0.0876207174906666,-0.0041489708533333,0.001723031788561,-0.0058720026418943,-0.1800800786758165,False,0.102329353157667,0.1-0.3,0.0733,280.26,-4.054,2.155172413793103,0.0587991855866666,0.0613771071333333,0.0328595265746116,0.0977333113551139,6.928344373591244e-05,0.0221468396484851
ESO_092_05,-0.1385569883157894,0.0628160057631578,0.0321329238459288,0.030683081917229,0.9409757015859552,False,4.466831997992294,2-5,0.1718,150.801,-64.755,16.39344262295082,0.1152354845789473,0.0946122837894737,0.038892425596714,0.1255149394273758,-0.0522221438586711,0.0529214963316917
ESO_130_06,-0.0110911833333333,-0.0370016923333333,0.0123431625316863,-0.0493448548650197,-1.5132870143724564,False,0.1412536303897631,0.1-0.3,0.0712,181.97,-59.31,0.8136696501220504,0.0532903523333333,0.0649874923333333,0.0047290869988501,,-0.0165720842778682,0.1016908958554267
ESO_130_08,-0.0708984807777777,0.0234786294,0.0207757530976887,0.0027028763023112,0.0828906604534822,False,0.1778279410038923,0.1-0.3,0.096,182.619,-59.479,1.3869625520110958,0.0797328027777777,0.0873027839444444,0.0399167388677597,0.2373779863119125,0.0020494717173278,0.0683463886380195
ESO_130_13,-0.2143442756666666,0.1018690035,0.0471457995735702,0.0547232039264297,1.678227935075495,False,0.0338844319835388,<0.1,0.1092,185.782,-59.644,2.5906735751295336,0.148472668,0.0645949051666666,-0.0240843445062637,0.1337431669235229,-0.0200981814414262,0.0596180371940135
ESO_134_12,0.02111338775,0.02639081025,0.0084269592341841,0.0179638510158158,0.5509077399197391,False,0.1513562312005786,0.1-0.3,0.0791,221.22,-59.158,2.4096385542168677,0.10111763225,-0.0582677275,0.0655119866132736,0.1750441193580627,-0.0619749501347541,0.0217320788651704
ESO_166_04,-0.1500743838,0.0648450821999999,0.0342584246482509,0.030586657551749,0.9380186001708392,False,0.1995263191254866,0.1-0.3,0.0779,137.602,-53.884,1.1547344110854503,0.1314852788,0.0821719851999999,0.0554406754672527,0.195926696062088,-0.0636210888624191,0.056219108402729
ESO_211_03,-0.0535234114388888,0.0009472257961111,0.018170554965184,-0.0172233291690729,-0.5281977309917462,False,1.288248533293805,1-2,0.099,132.897,-50.253,6.289308176100628,0.04425196385,0.03514076345,0.2520290613174438,0.2153277397155761,-0.0136274080723524,0.0012272374005988
