host,planets,pl_R_min,match_gaia_id,rms_dex,sep_deg,match_dist_pc,R_gal_kpc,Z_pc,n_matches
K2-220,K2-220 b,2.37,6081457744484198528,0.001275756087276854,191.04016431227134,890.6656561945682,7.65009182857863,209.99377748429055,154116
K2-220,K2-220 b,2.37,5282975357969767040,0.004289414720606086,111.91282244987437,896.5437622063943,8.054289337506965,399.6789702456044,154116
K2-220,K2-220 b,2.37,4158109060782283776,0.0043327907472364355,256.45185178840126,1009.4811803910477,7.179042162739843,104.86957621725432,154116
K2-37,"K2-37 c, K2-37 d, K2-37 b",1.39,4626086498311592448,0.006532645126473514,173.8849213304882,289.9303881473372,8.034311434126408,143.45730701766024,11892
K2-37,"K2-37 c, K2-37 d, K2-37 b",1.39,6451423581654569728,0.006956332326918385,79.43644027869279,350.2545021908905,7.890296482912613,207.99420243421554,11892
K2-37,"K2-37 c, K2-37 d, K2-37 b",1.39,6085971858189552000,0.007563399966879572,49.19277364637908,314.05246790136215,7.953811808864923,104.72999679732024,11892
K2-233,"K2-233 c, K2-233 d, K2-233 b",1.272,6464750968253195520,0.007357918770758921,88.18592131423445,315.95727720370627,7.896762597631798,192.41648933272697,9485
K2-233,"K2-233 c, K2-233 d, K2-233 b",1.272,2600008862665510528,0.007437122197816238,95.77530862601388,141.30948646754877,8.056399309044645,88.28824022533146,9485
K2-233,"K2-233 c, K2-233 d, K2-233 b",1.272,3913782424425453568,0.00784782660262699,61.436154820534775,592.6251785464743,8.20117847422014,547.9786924076832,9485
K2-183,"K2-183 b, K2-183 d, K2-183 c",1.1,3135034377542428544,0.006660381819762626,17.180948524425485,,,,58663
K2-183,"K2-183 b, K2-183 d, K2-183 c",1.1,4203755316060008832,0.007830470865918768,156.81067705343042,,,,58663
K2-183,"K2-183 b, K2-183 d, K2-183 c",1.1,5913500471397585920,0.009979406434395263,150.03686127430856,,,,58663
K2-199,K2-199 b,1.73,4720316878194580992,0.005717367292442434,172.60250852717695,1523.475443728746,7.970938276449529,1109.2946478826636,21697
K2-199,K2-199 b,1.73,3596005353337832448,0.006815541457176011,28.866564782527384,597.2431216425609,8.067935274935923,509.30352670262886,21697
K2-199,K2-199 b,1.73,6209885135009946368,0.007214655983318616,32.33694242495372,,,,21697
K2-385,K2-385 b,1.539,5284325317722374272,0.015293018312971973,108.36299211442598,129.7262489205869,8.111920875821031,40.15274550628226,947
K2-385,K2-385 b,1.539,6113545853168508032,0.020473688232031776,197.38771858849483,174.21175760242983,8.011412459549744,86.79785137209436,947
K2-385,K2-385 b,1.539,3842037366567697024,0.028270733481492647,125.30197821202697,351.90446139812764,8.312482378813382,201.44804293084638,947
K2-386,K2-386 b,2.32,6836115792242003584,0.0016903378626485566,301.33103767326793,1336.5030469302744,7.318957886996436,855.0237458365141,112297
K2-386,K2-386 b,2.32,5434067565788271872,0.002951576942383105,137.34470275036986,441.8146918118798,8.14682746234668,132.5252146748705,112297
K2-386,K2-386 b,2.32,3481841892795108608,0.0033935078044470502,156.5246275851687,805.4840573099202,8.006942286364582,412.85169609372076,112297
K2-163,K2-163 b,2.46610713,4692486898865884032,0.005979476709339147,176.16398304919971,367.1739826216273,8.007814671325347,255.7297830504706,25040
K2-163,K2-163 b,2.46610713,6837565365179539712,0.009405989593207051,146.28791022075737,236.23342533061705,7.996274881887286,152.04256405285184,25040
K2-163,K2-163 b,2.46610713,3012473607396454272,0.01088134206231703,95.71417000562809,295.42870717036556,8.357646442663334,70.14955400851625,25040
K2-350,K2-350 b,1.54,5693606667060076544,0.0025587549680089147,77.98315923661592,459.7167130082281,8.31342480770363,62.674624545471055,150255
K2-350,K2-350 b,1.54,4778231729043258112,0.004213320563620501,135.53537899613156,513.5226472533525,8.200060013602616,316.1219009588438,150255
K2-350,K2-350 b,1.54,6084090318917056896,0.004956692578760765,33.030038193611716,,,,150255
EPIC 201427007,EPIC 201427007 b,1.5,6193042472295224576,0.005540971720038699,29.87421083858762,430.90520773120807,7.893535428114683,278.4655467451476,29957
EPIC 201427007,EPIC 201427007 b,1.5,5268898894702018432,0.006901124967318213,98.21785428572083,684.9518882294145,8.044035236839111,228.02361849808167,29957
EPIC 201427007,EPIC 201427007 b,1.5,3579597169517158784,0.007622520514921574,9.267060766285056,755.937882382353,7.9589945739744,621.2154286088788,29957
K2-367,K2-367 b,2.413,6221245907621372416,0.015030470142091744,119.29626728300752,164.94419716254603,8.00221096855957,101.12558338347489,594
K2-367,K2-367 b,2.413,42395866994177536,0.025814064559634902,277.6517013688952,196.2622385967382,8.28773939513577,81.0567784915051,594
K2-367,K2-367 b,2.413,5439968777835103360,0.02918828630396179,186.32855272193783,97.0923668847258,8.13311048362613,49.356477400746016,594
K2-86,K2-86 b,1.96,3201359775084126336,0.013294559614393908,28.510265752404443,1272.7880617009232,9.14133745730952,652.7800500383717,2021
K2-86,K2-86 b,1.96,2535978837381805568,0.015523453172844722,40.46312358872563,820.3586348158136,8.341778535282362,713.3937576680106,2021
K2-86,K2-86 b,1.96,6135336975335958144,0.018558436313525436,148.1020245291764,453.4726367842262,7.89651476087807,157.02894996732044,2021
