cluster,alpha_raw,alpha_int,sproc_raw,sproc_int
Trumpler_7,0.0803631384381793,0.07016435304148111,0.30372109269306263,0.29166306297469563
Turner_5,0.07354455950640991,0.07016463501281586,0.14994624873500859,0.13980720907618685
UBC_102,0.03316244316714279,0.0,0.19917594518235368,0.18041525389921353
UBC_11,0.08437012616053047,0.08095864807320906,0.12712072757194895,0.11291518557592149
UBC_14,0.08868117673020813,0.08469738800531734,0.13732861430037,0.1223718867673917
UBC_199,0.0755976142495163,0.07179532202272014,0.21291805748514953,0.20615438958603002
UBC_206,0.0508786974516324,0.046140539976253656,0.14332363190076228,0.134386184332503
UBC_210,0.10419341282699293,0.10107853467155115,0.1568506173761294,0.14696648923735542
UBC_212,0.06465206704348317,0.06021261455968309,0.19154074474355448,0.18321960643414198
UBC_215,0.08475230897479191,0.08097164618089493,0.18026035405163104,0.1709528865167285
UBC_216,0.06191655457918242,0.05687069213278416,0.22341940190587647,0.21650591539283173
UBC_228,0.0913543827772759,0.08863138677671388,0.21789667397362364,0.21131062338996598
UBC_229,0.07929683648194988,0.07135012790503321,0.14642721110890256,0.12182812177542082
UBC_232,0.059205351139603055,0.05538645705001874,0.19401300358962978,0.1872931445603521
UBC_239,0.0772777532905993,0.07443613097109462,0.2282042041126594,0.22328251222511666
UBC_250,0.06044497858155373,0.05544101191947273,0.22662537477970937,0.21932649819162314
UBC_252,0.0840232699912581,0.08122162701904753,0.21002199386798426,0.20373809600751444
UBC_254,0.07013291145339276,0.06568688052002675,0.1100707014783414,0.09157333553146409
UBC_258,0.0856858730671942,0.08235696774653664,0.19662368407641428,0.1880594595941588
UBC_259,0.04960693132547572,0.04181591706803672,0.18382353254939435,0.17436196583447164
UBC_260,0.1124039413974755,0.11075221463063789,0.20408999183280402,0.19848612749207178
UBC_261,0.06119325727921064,0.05819695539169241,0.19161412149391355,0.18524960422582618
UBC_262,0.08677624364869517,0.0851181667183683,0.23241940777050335,0.22875982657167704
UBC_263,0.06394100957241772,0.059598043013218194,0.22709208879755288,0.22026279138013244
UBC_264,0.050527363144452164,0.04405136554876546,0.18334574873684148,0.17383748850894118
