i,j,d_chem,d_act,d_age,d_total,name_i,name_j,hab_i,hab_j
3,22,2.9212859037880183,1.383219314863946,1.5624847141464104,5.866989932798376,TYC 1071-934-1,HD  13684A,0.9944493696993356,0.9899241898742775
9,17,3.2266675540807053,1.5515869575314265,1.130774203147401,5.909028714759533,TYC 9263-701-1,HD 183193,0.992456910945104,0.9910268582282452
17,22,2.533524616950419,0.5104082564528416,2.881015826824787,5.924948700228048,HD 183193,HD  13684A,0.9910268582282452,0.9899241898742775
5,27,2.9961868030569727,2.3227530653642563,0.6084319463908616,5.927371814812091,TYC 6897-1616-1,TYC  105-2108-1,0.9939321090920874,0.9886490741227948
13,20,2.4194675480731953,1.5372165323010605,1.9738543345118598,5.930538414886115,TYC 8351-1776-1,TYC 8351-2149-1,0.991384927374343,0.9902110765948476
20,29,1.8039522203833052,2.1200687855643863,2.0080908108861792,5.932111816833871,TYC 8351-2149-1,HD 180950,0.9902110765948476,0.9881504576735348
13,28,3.168824315746338,1.1046126793604125,1.6598350505596882,5.933272045666438,TYC 8351-1776-1,HD 178528B,0.991384927374343,0.9883660877914092
17,25,2.9958298124751574,1.981090395216579,0.9642836969900804,5.941203904681817,HD 183193,TYC 9271-1853-1,0.9910268582282452,0.9893123538849355
17,30,4.642981343375078,1.2993771221362198,0.008217108932419559,5.950575574443718,HD 183193,TYC 6883-1588-1,0.9910268582282452,0.988093216107945
13,23,3.855771540370781,1.5238757659844175,0.5896944235702701,5.9693417299254685,TYC 8351-1776-1,HD  13767,0.991384927374343,0.9898647127489534
22,23,2.55314013052854,2.3753329753287384,1.0527856512827505,5.981258757140029,HD  13684A,HD  13767,0.9899241898742775,0.9898647127489534
23,28,2.573957872794112,1.158372926458073,2.2495294741299583,5.981860273382144,HD  13767,HD 178528B,0.9898647127489534,0.9883660877914092
4,26,2.2004862346821787,1.3588168708841692,2.4292435941343684,5.988546699700716,BD-02  3362,TYC 5606-566-1,0.9942908938756364,0.9889979972384932
1,3,2.9258767027126487,1.5088807254167622,1.5697474585831679,6.004504886712578,CD-30  7056,TYC 1071-934-1,0.9953865433639338,0.9944493696993356
4,19,3.04776430830321,0.9754037601054262,1.9912358248207114,6.014403893229348,BD-02  3362,TYC 5248-636-1,0.9942908938756364,0.9902150085743344
7,23,2.492346978546151,2.031968012494306,1.4997870285928099,6.024102019633267,TYC 7915-779-1,HD  13767,0.9934194074914954,0.9898647127489534
3,17,3.573450350949426,1.1362183041984006,1.3185311126783765,6.028199767826203,TYC 1071-934-1,HD 183193,0.9944493696993356,0.9910268582282452
20,23,2.136563674774842,2.5094482471106336,1.3841599109415896,6.030171832827065,TYC 8351-2149-1,HD  13767,0.9902110765948476,0.9898647127489534
7,19,2.7848110975451648,2.3375513876280647,0.9150530116014959,6.0374154967747256,TYC 7915-779-1,TYC 5248-636-1,0.9934194074914954,0.9902150085743344
3,30,3.821300743162528,0.9336327991629131,1.3103140037459569,6.065247546071397,TYC 1071-934-1,TYC 6883-1588-1,0.9944493696993356,0.988093216107945
1,15,2.577545860245077,1.7061094490253028,1.8141997602284665,6.097855069498846,CD-30  7056,BD-08  6091,0.9953865433639338,0.9911042011418684
19,27,3.366713786312297,1.9373906744495286,0.8051162983000221,6.109220759061848,TYC 5248-636-1,TYC  105-2108-1,0.9902150085743344,0.9886490741227948
0,25,2.990221054947748,2.716151817951141,0.4057314393051116,6.112104312204001,BD-03  3321,TYC 9271-1853-1,0.9969227583789892,0.9893123538849355
17,27,3.1499635829011443,2.5649911746093346,0.43837986025070047,6.153334617761179,HD 183193,TYC  105-2108-1,0.9910268582282452,0.9886490741227948
6,7,3.213541542152944,0.8482277949615924,2.1005542401648536,6.162323577279389,HD 271308,TYC 7915-779-1,0.9935994695920594,0.9934194074914954
4,7,2.488316722535914,2.5982689313073606,1.0761828132192157,6.16276846706249,BD-02  3362,TYC 7915-779-1,0.9942908938756364,0.9934194074914954
6,8,2.9232005952397517,0.3563174384608087,2.891947176751075,6.171465210451636,HD 271308,CD-60  1593,0.9935994695920594,0.9934140821873566
0,9,3.350954663790977,2.2543659739303292,0.5722219454624321,6.177542583183738,BD-03  3321,TYC 9263-701-1,0.9969227583789892,0.992456910945104
11,30,4.526523049131653,0.49445081918727596,1.1661006795051543,6.187074547824083,CPD-63   349,TYC 6883-1588-1,0.9921674773952948,0.988093216107945
4,22,1.3793729714434706,1.2014316820111697,3.6287554930947756,6.209560146549416,BD-02  3362,HD  13684A,0.9942908938756364,0.9899241898742775
0,21,3.3450398452390777,1.5755886543258708,1.3013922833639875,6.222020782928936,BD-03  3321,TYC 5232-208-1,0.9969227583789892,0.9901450005093488
19,22,3.7069087645701315,0.8862412933317435,1.6375196682740645,6.23066972617594,TYC 5248-636-1,HD  13684A,0.9902150085743344,0.9899241898742775
17,28,3.282077095486028,2.5343038027134135,0.4212992985879216,6.237680196787363,HD 183193,HD 178528B,0.9910268582282452,0.9883660877914092
22,25,2.2479888723161427,2.0791936566728113,1.9167321298347064,6.243914658823661,HD  13684A,TYC 9271-1853-1,0.9899241898742775,0.9893123538849355
6,11,3.971326437485435,1.028827294488049,1.2546795986765067,6.254833330649991,HD 271308,CPD-63   349,0.9935994695920594,0.9921674773952948
17,20,2.925538883416779,0.16966484811032728,3.212390086483626,6.307593818010732,HD 183193,TYC 8351-2149-1,0.9910268582282452,0.9902110765948476
0,29,3.318729605275254,2.347808917432692,0.6457470179124781,6.312285540620424,BD-03  3321,HD 180950,0.9969227583789892,0.9881504576735348
13,22,3.034869840776832,1.6403265903064457,1.6424800748530206,6.317676505936299,TYC 8351-1776-1,HD  13684A,0.991384927374343,0.9899241898742775
15,17,3.566767301644717,1.204403828844305,1.562983414323675,6.334154544812697,BD-08  6091,HD 183193,0.9911042011418684,0.9910268582282452
0,15,3.8376618477644397,1.4976854327676548,1.004431156638706,6.3397784371708,BD-03  3321,BD-08  6091,0.9969227583789892,0.9911042011418684
14,22,3.151216765364232,2.1027571739706117,1.131750327346983,6.385724266681827,HD 271200,HD  13684A,0.9913680789520726,0.9899241898742775
0,20,2.9554106498098567,0.7873706836403996,2.653837828798657,6.396619162248913,BD-03  3321,TYC 8351-2149-1,0.9969227583789892,0.9902110765948476
17,29,3.1081203308051055,2.090710285171681,1.204299275597447,6.403129891574234,HD 183193,HD 180950,0.9910268582282452,0.9881504576735348
4,29,1.8974583447498234,2.584069891923149,1.952038941867436,6.433567178540409,BD-02  3362,HD 180950,0.9942908938756364,0.9881504576735348
4,11,2.2267854213668095,2.286052319557067,1.9220574547075626,6.434895195631439,BD-02  3362,CPD-63   349,0.9942908938756364,0.9921674773952948
16,22,1.9265648309041448,1.351609056749443,3.157112298783987,6.435286186437574,HD 122625,HD  13684A,0.9910369520989836,0.9899241898742775
2,19,3.223340546111776,2.3989827960861594,0.8257864051947537,6.448109747392689,TYC 7413-1369-1,TYC 5248-636-1,0.9948926865069556,0.9902150085743344
3,23,3.309518766615478,2.6304886575062776,0.5096990628636602,6.449706486985416,TYC 1071-934-1,HD  13767,0.9944493696993356,0.9898647127489534
1,21,3.1179165595949363,1.223708410929323,2.111160886953748,6.452785857478007,CD-30  7056,TYC 5232-208-1,0.9953865433639338,0.9901450005093488
17,21,3.9213174243046405,0.681086287304466,1.8599445410489563,6.462348252658063,HD 183193,TYC 5232-208-1,0.9910268582282452,0.9901450005093488
1,6,2.4076649968238826,1.4037008104541344,2.680213733018872,6.49157954029689,CD-30  7056,HD 271308,0.9953865433639338,0.9935994695920594
22,29,2.704394781993071,2.127281776604542,1.6767165512273399,6.508393109824953,HD  13684A,HD 180950,0.9899241898742775,0.9881504576735348
5,14,3.8350244508268925,1.974687180544868,0.7024536928362417,6.512165324208002,TYC 6897-1616-1,HD 271200,0.9939321090920874,0.9913680789520726
1,13,3.029810002165836,2.0190422453093566,1.4897520978765582,6.53860434535175,CD-30  7056,TYC 8351-1776-1,0.9953865433639338,0.991384927374343
8,14,2.5026982918159395,1.8253685758375313,2.212215289114799,6.540282156768269,CD-60  1593,HD 271200,0.9934140821873566,0.9913680789520726
4,13,2.5589497649396495,1.995521132606185,1.9862754182417555,6.54074631578759,BD-02  3362,TYC 8351-1776-1,0.9942908938756364,0.991384927374343
16,19,3.1847079797488154,1.8399495074898145,1.5195926305099225,6.544250117748552,HD 122625,TYC 5248-636-1,0.9910369520989836,0.9902150085743344
2,30,3.6117068105400696,0.8762688012550067,2.0610654548130567,6.549041066608133,TYC 7413-1369-1,TYC 6883-1588-1,0.9948926865069556,0.988093216107945
11,23,3.212415462900899,2.705349673539332,0.6539123871044628,6.571677523544693,CPD-63   349,HD  13767,0.9921674773952948,0.9898647127489534
7,20,1.8475698395505535,1.8481327581376672,2.8839469395343995,6.57964953722262,TYC 7915-779-1,TYC 8351-2149-1,0.9934194074914954,0.9902110765948476
1,19,3.5216468518252464,1.5637096934836237,1.494712504455514,6.580069049764385,CD-30  7056,TYC 5248-636-1,0.9953865433639338,0.9902150085743344
26,27,2.868335306206994,2.524965761583786,1.243124067613679,6.636425135404459,TYC 5606-566-1,TYC  105-2108-1,0.9889979972384932,0.9886490741227948
1,20,1.9817688786254823,1.2033871479502931,3.463606432388418,6.648762458964193,CD-30  7056,TYC 8351-2149-1,0.9953865433639338,0.9902110765948476
1,22,2.8451410906569197,0.7479667209625814,3.1322321727295783,6.7253399843490795,CD-30  7056,HD  13684A,0.9953865433639338,0.9899241898742775
1,14,2.3569847447294983,2.368910788752516,2.000481845382595,6.726377378864608,CD-30  7056,HD 271200,0.9953865433639338,0.9913680789520726
14,30,3.290304541546788,1.7118376316458699,1.7410483905453842,6.743190563738041,HD 271200,TYC 6883-1588-1,0.9913680789520726,0.988093216107945
9,19,4.502100403133253,2.1575126570280214,0.1127219554033215,6.772335015564597,TYC 9263-701-1,TYC 5248-636-1,0.992456910945104,0.9902150085743344
12,17,2.5032345999430987,3.0154155058574217,1.2559354559587148,6.774585561759235,TYC 5606-1113-1,HD 183193,0.9914165792401612,0.9910268582282452
10,28,2.7053962259356665,2.6935374821729563,1.3762661350911323,6.775199843199755,HD 217340,HD 178528B,0.9923914331934592,0.9883660877914092
14,28,3.7679451953578758,0.8572335315616946,2.170564798065725,6.795743524985295,HD 271200,HD 178528B,0.9913680789520726,0.9883660877914092
9,20,3.059184263634354,1.668363718960633,2.0816158833362253,6.809163865931213,TYC 9263-701-1,TYC 8351-2149-1,0.992456910945104,0.9902110765948476
23,25,3.283728436186115,2.7035861330228332,0.8639464785519562,6.851261047760904,HD  13767,TYC 9271-1853-1,0.9898647127489534,0.9893123538849355
8,22,2.030156476770124,1.5129166173662532,3.343965616461782,6.887038710598159,CD-60  1593,HD  13684A,0.9934140821873566,0.9899241898742775
8,20,1.733486012385042,1.497621384470415,3.675339876120621,6.906447272976077,CD-60  1593,TYC 8351-2149-1,0.9934140821873566,0.9902110765948476
16,31,3.0662469888601214,3.4996483102281766,0.3561651709271726,6.922060470015471,HD 122625,BD+20  2167,0.9910369520989836,0.9875967986160714
26,28,2.2426366192787066,2.583772925104022,2.102803226452301,6.92921277083503,TYC 5606-566-1,HD 178528B,0.9889979972384932,0.9883660877914092
8,19,3.2638616406023346,1.9636714133427633,1.7064459481877174,6.933979002132816,CD-60  1593,TYC 5248-636-1,0.9934140821873566,0.9902150085743344
4,20,1.8515866221113937,1.1442468961023062,3.9601297527536152,6.955963270967315,BD-02  3362,TYC 8351-2149-1,0.9942908938756364,0.9902110765948476
6,13,4.562459122840849,1.2110767910876106,1.1904616351423138,6.963997549070774,HD 271308,TYC 8351-1776-1,0.9935994695920594,0.991384927374343
14,31,1.6714321633398044,3.643979772288704,1.6691968005098312,6.984608736138339,HD 271200,BD+20  2167,0.9913680789520726,0.9875967986160714
13,27,2.741128725928094,3.443589143433545,0.800155891721066,6.984873761082705,TYC 8351-1776-1,TYC  105-2108-1,0.991384927374343,0.9886490741227948
2,17,3.1567162254411034,1.7722678040285273,2.0692825637454764,6.998266593215107,TYC 7413-1369-1,HD 183193,0.9948926865069556,0.9910268582282452
0,3,4.306122148041589,1.9370026550264843,0.7599788549934074,7.00310365806148,BD-03  3321,TYC 1071-934-1,0.9969227583789892,0.9944493696993356
9,23,3.893954049862009,2.4434212587015884,0.6974559723946355,7.034831280958233,TYC 9263-701-1,HD  13767,0.992456910945104,0.9898647127489534
21,30,4.237483684478055,0.9904630202239573,1.851727432116537,7.079674136818548,TYC 5232-208-1,TYC 6883-1588-1,0.9901450005093488,0.988093216107945
4,10,3.2134259801693728,2.1686884710505594,1.7027065027731996,7.084820953993132,BD-02  3362,HD 217340,0.9942908938756364,0.9923914331934592
9,28,3.3789477928530207,2.1568762401270978,1.5520735017353227,7.087897534715441,TYC 9263-701-1,HD 178528B,0.992456910945104,0.9883660877914092
7,22,2.6805754987790085,1.8708731164700312,2.5525726798755604,7.1040212951246,TYC 7915-779-1,HD  13684A,0.9934194074914954,0.9899241898742775
1,23,2.398175344985874,2.626428875666012,2.0794465214468283,7.104050742098714,CD-30  7056,HD  13767,0.9953865433639338,0.9898647127489534
15,31,2.0151693259935417,3.624027507542528,1.4829147153557023,7.1221115488917714,BD-08  6091,BD+20  2167,0.9911042011418684,0.9875967986160714
4,15,3.021006078731574,1.8007996318402282,2.3107230805936636,7.132528791165465,BD-02  3362,BD-08  6091,0.9942908938756364,0.9911042011418684
13,30,4.428011780475939,1.4783596815004674,1.230318643039347,7.136690105015752,TYC 8351-1776-1,TYC 6883-1588-1,0.991384927374343,0.988093216107945
15,28,3.765921485652657,1.4272879354272854,1.9842827129115965,7.177492133991539,BD-08  6091,HD 178528B,0.9911042011418684,0.9883660877914092
9,22,3.7308725346303477,1.7067021098094872,1.750241623677386,7.187816268117221,TYC 9263-701-1,HD  13684A,0.992456910945104,0.9899241898742775
0,2,3.1650917937077905,2.5251855321734973,1.5107303060605073,7.2010076319417955,BD-03  3321,TYC 7413-1369-1,0.9969227583789892,0.9948926865069556
25,28,3.35428322551802,2.477431897988283,1.3855829955780021,7.217298119084305,TYC 9271-1853-1,HD 178528B,0.9893123538849355,0.9883660877914092
29,30,4.435999791026307,1.6078814798806145,1.1960821666650274,7.239963437571949,HD 180950,TYC 6883-1588-1,0.9881504576735348,0.988093216107945
9,12,3.1090167049383854,4.052160013230298,0.12516125281131377,7.286337970979997,TYC 9263-701-1,TYC 5606-1113-1,0.992456910945104,0.9914165792401612
4,23,2.387670745001341,2.3233925581807107,2.5759698418120256,7.287033144994076,BD-02  3362,HD  13767,0.9942908938756364,0.9898647127489534
3,4,2.921253544339977,2.308100394966288,2.066270778948365,7.295624718254631,TYC 1071-934-1,BD-02  3362,0.9944493696993356,0.9942908938756364
24,28,1.385487122638434,5.3329897032660485,0.5804949043015805,7.298971730206063,CD-47  7291,HD 178528B,0.9895228135874192,0.9883660877914092
10,23,3.6452041286474137,2.7873305203868974,0.873263339038826,7.305797988073137,HD 217340,HD  13767,0.9923914331934592,0.9898647127489534
0,23,3.68540360803305,2.3510092199871666,1.2696779178570676,7.306090745877284,BD-03  3321,HD  13767,0.9969227583789892,0.9898647127489534
4,21,2.7677746707215025,1.9459431799098494,2.6076842073189455,7.321402057950298,BD-02  3362,TYC 5232-208-1,0.9942908938756364,0.9901450005093488
12,29,3.6300348941910583,3.659213416875918,0.05163618036126777,7.340884491428244,TYC 5606-1113-1,HD 180950,0.9914165792401612,0.9881504576735348
1,31,3.6536699107615602,3.3653995743201297,0.3312850448727641,7.350354529954455,CD-30  7056,BD+20  2167,0.9953865433639338,0.9875967986160714
4,12,3.551392386406967,1.798835065623536,2.003675122228704,7.353902574259207,BD-02  3362,TYC 5606-1113-1,0.9942908938756364,0.9914165792401612
14,17,3.5851005719900924,2.0537121385766417,1.7492654994778039,7.388078210044538,HD 271200,HD 183193,0.9913680789520726,0.9910268582282452
26,30,4.311666733965491,1.403592198510059,1.6732868189319599,7.388545751407509,TYC 5606-566-1,TYC 6883-1588-1,0.9889979972384932,0.988093216107945
0,14,3.9838588492161144,2.2272754526437586,1.1907132417928348,7.401847543652709,BD-03  3321,HD 271200,0.9969227583789892,0.9913680789520726
30,31,3.7357883257998283,3.605171942208923,0.07185159003555297,7.412811858044304,TYC 6883-1588-1,BD+20  2167,0.988093216107945,0.9875967986160714
11,27,2.9732982671391,3.7044281636122007,0.7359379281868733,7.413664358938174,CPD-63   349,TYC  105-2108-1,0.9921674773952948,0.9886490741227948
6,17,3.8486106512445315,1.1414136350918662,2.42899738711408,7.419021673450478,HD 271308,HD 183193,0.9935994695920594,0.9910268582282452
12,27,4.901940344206809,1.7521757185041515,0.8175555957080143,7.471671658418974,TYC 5606-1113-1,TYC  105-2108-1,0.9914165792401612,0.9886490741227948
19,23,4.064445575998349,2.8302031914377195,0.584734016991314,7.479382784427383,TYC 5248-636-1,HD  13767,0.9902150085743344,0.9898647127489534
0,30,4.9479453095136945,2.0272061970221564,0.5503351487525494,7.5254866552884,BD-03  3321,TYC 6883-1588-1,0.9969227583789892,0.988093216107945
4,25,2.789716232628682,3.0273547635878573,1.7120233632600694,7.529094359476609,BD-02  3362,TYC 9271-1853-1,0.9942908938756364,0.9893123538849355
10,12,3.4384719245757367,3.8368613688226016,0.3009686194555042,7.576301912853842,HD 217340,TYC 5606-1113-1,0.9923914331934592,0.9914165792401612
6,30,4.438440088809356,0.7626353777707675,2.420780278181661,7.621855744761785,HD 271308,TYC 6883-1588-1,0.9935994695920594,0.988093216107945
2,4,1.996872775246047,2.831534031793158,2.817022230015465,7.64542903705467,TYC 7413-1369-1,BD-02  3362,0.9948926865069556,0.9942908938756364
12,26,4.198770667065145,3.03902247533524,0.4255684719056646,7.66336161430605,TYC 5606-1113-1,TYC 5606-566-1,0.9914165792401612,0.9889979972384932
0,6,3.937359250276861,1.9277167294806439,1.8704451294291116,7.735521109186616,BD-03  3321,HD 271308,0.9969227583789892,0.9935994695920594
12,13,4.575436659155724,3.151518814812095,0.017399703986948345,7.744355177954766,TYC 5606-1113-1,TYC 8351-1776-1,0.9914165792401612,0.991384927374343
7,27,3.598351489018449,4.049572275196514,0.10993671330147375,7.757860477516437,TYC 7915-779-1,TYC  105-2108-1,0.9934194074914954,0.9886490741227948
12,23,4.271362830222624,2.9410254635920086,0.5722947195833218,7.784683013397954,TYC 5606-1113-1,HD  13767,0.9914165792401612,0.9898647127489534
2,28,2.8812963014622124,2.441047753696144,2.4905818623333977,7.812925917491754,TYC 7413-1369-1,HD 178528B,0.9948926865069556,0.9883660877914092
6,19,4.901818762740775,1.7614796850925887,1.185501228563358,7.848799676396721,HD 271308,TYC 5248-636-1,0.9935994695920594,0.9902150085743344
21,28,3.0331537101883947,2.536651513558913,2.281243839636878,7.851049063384186,TYC 5232-208-1,HD 178528B,0.9901450005093488,0.9883660877914092
4,14,2.8972980717644328,2.4599945328021584,2.4970051657477925,7.854297770314384,BD-02  3362,HD 271200,0.9942908938756364,0.9913680789520726
11,28,3.3744127604322043,2.921170613858012,1.5956170870254953,7.891200461315711,CPD-63   349,HD 178528B,0.9921674773952948,0.9883660877914092
27,28,3.1670884392190115,3.882817472908739,0.8596791588386221,7.909585070966372,TYC  105-2108-1,HD 178528B,0.9886490741227948,0.9883660877914092
12,19,5.290685149336187,2.610035230623993,0.012439297407992267,7.9131596773681725,TYC 5606-1113-1,TYC 5248-636-1,0.9914165792401612,0.9902150085743344
28,30,5.02030128475225,2.4684907842933104,0.42951640752034115,7.918308476565902,HD 178528B,TYC 6883-1588-1,0.9883660877914092,0.988093216107945
19,31,2.888151097256554,3.9150017681822606,1.16342745958275,7.966580325021565,TYC 5248-636-1,BD+20  2167,0.9902150085743344,0.9875967986160714
1,12,2.884094957639329,3.5918827550948014,1.5071518018635064,7.983129514597636,CD-30  7056,TYC 5606-1113-1,0.9953865433639338,0.9914165792401612
19,30,4.830706436910366,1.9231067053984012,1.235279049618303,7.989092191927069,TYC 5248-636-1,TYC 6883-1588-1,0.9902150085743344,0.988093216107945
5,30,5.289080610789046,1.6908982747337027,1.0385946977091425,8.018573583231891,TYC 6897-1616-1,TYC 6883-1588-1,0.9939321090920874,0.988093216107945
29,31,3.2288172771966392,3.689455553929121,1.1242305766294745,8.042503407755234,HD 180950,BD+20  2167,0.9881504576735348,0.9875967986160714
4,31,4.070066247335834,3.1447266504225437,0.8278083652379614,8.042601262996339,BD-02  3362,BD+20  2167,0.9942908938756364,0.9875967986160714
7,31,3.797118338061931,4.0297202098476195,0.2483744479812542,8.075212995890805,TYC 7915-779-1,BD+20  2167,0.9934194074914954,0.9875967986160714
4,30,5.109676078135468,2.240579063835195,0.7559567752024084,8.106211917173072,BD-02  3362,TYC 6883-1588-1,0.9942908938756364,0.988093216107945
3,31,2.5557719484408987,4.312453759139876,1.2384624137104039,8.106688121291178,TYC 1071-934-1,BD+20  2167,0.9944493696993356,0.9875967986160714
1,18,3.716184402281498,4.069314635642251,0.3308849886866072,8.116384026610357,CD-30  7056,BD-06  6123,0.9953865433639338,0.9903268199569376
13,31,3.332889770386432,3.646576639565394,1.158467053003794,8.137933462955619,TYC 8351-1776-1,BD+20  2167,0.991384927374343,0.9875967986160714
10,27,4.192387052469501,3.430914149296536,0.5165869762525102,8.139888178018547,HD 217340,TYC  105-2108-1,0.9923914331934592,0.9886490741227948
8,18,2.9292506564708924,5.097441942640031,0.11915154495440383,8.145844144065327,CD-60  1593,BD-06  6123,0.9934140821873566,0.9903268199569376
20,30,3.5901741002880163,1.4183393754102676,3.2041729775512064,8.212686453249491,TYC 8351-2149-1,TYC 6883-1588-1,0.9902110765948476,0.988093216107945
8,23,3.1363972158620594,2.7911236640248185,2.2911799651790314,8.218700845065909,CD-60  1593,HD  13767,0.9934140821873566,0.9898647127489534
4,6,2.809139058601541,2.273440239910982,3.1767370533840693,8.259316351896592,BD-02  3362,HD 271308,0.9942908938756364,0.9935994695920594
22,27,3.1827717296987066,2.65933640659319,2.4426359665740867,8.284744102865982,HD  13684A,TYC  105-2108-1,0.9899241898742775,0.9886490741227948
19,28,3.821149438992716,2.804025098604088,1.664795457138644,8.289969994735447,TYC 5248-636-1,HD 178528B,0.9902150085743344,0.9883660877914092
3,12,4.38013575831686,3.8588406957238552,0.06259565671966161,8.301572110760377,TYC 1071-934-1,TYC 5606-1113-1,0.9944493696993356,0.9914165792401612
5,24,0.8182300004578004,6.601796887940695,0.8876162009279032,8.3076430893264,TYC 6897-1616-1,CD-47  7291,0.9939321090920874,0.9895228135874192
11,31,3.4925053571232687,3.7291124456858395,1.0942490894696013,8.31586689227871,CPD-63   349,BD+20  2167,0.9921674773952948,0.9875967986160714
21,27,3.76172160508672,3.1719841405300087,1.421564680798256,8.355270426414986,TYC 5232-208-1,TYC  105-2108-1,0.9901450005093488,0.9886490741227948
12,24,2.8750926745012637,4.388769628745744,1.096739850245056,8.360602153492064,TYC 5606-1113-1,CD-47  7291,0.9914165792401612,0.9895228135874192
17,31,4.463085280643669,3.8223851460764657,0.08006869896797253,8.365539125688107,HD 183193,BD+20  2167,0.9910268582282452,0.9875967986160714
12,28,3.592008197312514,3.099600149060852,1.6772347545466364,8.368843100920003,TYC 5606-1113-1,HD 178528B,0.9914165792401612,0.9883660877914092
7,12,3.5366231570659368,3.917792112676623,0.9274923090094881,8.381907578752047,TYC 7915-779-1,TYC 5606-1113-1,0.9934194074914954,0.9914165792401612
16,27,4.195768528803085,3.4904354479679016,0.7144763322099006,8.400680308980887,HD 122625,TYC  105-2108-1,0.9910369520989836,0.9886490741227948
4,9,3.946414530197963,2.5922376835948153,1.87851386941739,8.417166083210168,BD-02  3362,TYC 9263-701-1,0.9942908938756364,0.992456910945104
1,27,4.451868937131292,3.286635130114587,0.6895962061554921,8.428100273401371,CD-30  7056,TYC  105-2108-1,0.9953865433639338,0.9886490741227948
17,23,4.04058432590392,2.559829597242583,1.8282301755420365,8.42864409868854,HD 183193,HD  13767,0.9910268582282452,0.9898647127489534
12,15,5.003888531243409,3.1237152285187406,0.3070479583649601,8.434651718127109,TYC 5606-1113-1,BD-08  6091,0.9914165792401612,0.9911042011418684
17,18,2.952932699815553,4.911407505521691,0.5821013345913988,8.446441539928642,HD 183193,BD-06  6123,0.9910268582282452,0.9903268199569376
8,27,3.7510043691784025,3.831025762709862,0.9013296498876955,8.48335978177596,CD-60  1593,TYC  105-2108-1,0.9934140821873566,0.9886490741227948
25,31,3.191099314036354,4.437206496121023,0.8842149980221079,8.512520808179485,TYC 9271-1853-1,BD+20  2167,0.9893123538849355,0.9875967986160714
12,22,3.9273747784986086,2.9709441295237573,1.6250803708660722,8.523399278888439,TYC 5606-1113-1,HD  13684A,0.9914165792401612,0.9899241898742775
8,31,3.6703515848467467,4.36491508242022,0.5430184886049675,8.578285155871935,CD-60  1593,BD+20  2167,0.9934140821873566,0.9875967986160714
0,24,2.0926067012293195,6.112711264019743,0.39935665197131004,8.604674617220372,BD-03  3321,CD-47  7291,0.9969227583789892,0.9895228135874192
23,31,4.471787161099191,2.4451223089254253,1.748161476574064,8.66507094659868,HD  13767,BD+20  2167,0.9898647127489534,0.9875967986160714
6,12,3.6620331099335264,3.831805711116212,1.1730619311553656,8.666900752205104,HD 271308,TYC 5606-1113-1,0.9935994695920594,0.9914165792401612
4,18,3.8881920750138117,4.6221697404675925,0.1656383316785901,8.676000147159995,BD-02  3362,BD-06  6123,0.9942908938756364,0.9903268199569376
22,30,4.685307726219822,1.1679094890413992,2.8727987178923673,8.726015933153588,HD  13684A,TYC 6883-1588-1,0.9899241898742775,0.988093216107945
12,14,4.7838522606368565,3.472107860244387,0.49333004351908893,8.749290164400334,TYC 5606-1113-1,HD 271200,0.9914165792401612,0.9913680789520726
8,12,2.9067839783012372,4.1266810760534565,1.7188852455957098,8.752350299950404,CD-60  1593,TYC 5606-1113-1,0.9934140821873566,0.9914165792401612
27,29,3.9348798237061686,4.088222151011439,0.7659194153467466,8.789021390064356,TYC  105-2108-1,HD 180950,0.9886490741227948,0.9881504576735348
12,16,3.959676536625707,3.3011709065530725,1.5320319279179149,8.792879371096694,TYC 5606-1113-1,HD 122625,0.9914165792401612,0.9910369520989836
16,18,3.9410119084715447,4.553805074914415,0.3060048626321987,8.800821846018158,HD 122625,BD-06  6123,0.9910369520989836,0.9903268199569376
15,27,4.408958936922818,3.270181632622595,1.1246035540729744,8.803744123618387,BD-08  6091,TYC  105-2108-1,0.9911042011418684,0.9886490741227948
13,18,2.1686218888929676,4.832751850106384,1.8206370865631651,8.822010825562517,TYC 8351-1776-1,BD-06  6123,0.991384927374343,0.9903268199569376
18,30,3.962130640453607,4.2876747995560995,0.5903184435238183,8.840123883533526,BD-06  6123,TYC 6883-1588-1,0.9903268199569376,0.988093216107945
3,28,4.735459151659601,2.3660611221398113,1.739830411266298,8.84135068506571,TYC 1071-934-1,HD 178528B,0.9944493696993356,0.9883660877914092
6,28,3.697761131702331,2.294889665949894,2.850296685702002,8.842947483354227,HD 271308,HD 178528B,0.9935994695920594,0.9883660877914092
22,28,2.994076377010492,2.581350231713373,3.3023151254127088,8.877741734136574,HD  13684A,HD 178528B,0.9899241898742775,0.9883660877914092
12,20,4.164098287745895,2.8511244186684674,1.9564546305249113,8.971677336939273,TYC 5606-1113-1,TYC 8351-2149-1,0.9914165792401612,0.9902110765948476
20,27,3.822004234218407,2.4184991320897624,2.774010226232926,9.014513592541096,TYC 8351-2149-1,TYC  105-2108-1,0.9902110765948476,0.9886490741227948
26,31,3.458463000362542,3.964633005056011,1.6014352288964069,9.02453123431496,TYC 5606-566-1,BD+20  2167,0.9889979972384932,0.9875967986160714
25,27,4.114665452045568,4.4086796351708895,0.52590383673938,9.049248923955837,TYC 9271-1853-1,TYC  105-2108-1,0.9893123538849355,0.9886490741227948
