cluster,mg_fe_std,mg_fe_mean,mg_fe_n,si_fe_std,si_fe_mean,si_fe_n,ba_fe_std,ba_fe_mean,ba_fe_n,ce_fe_std,ce_fe_mean,ce_fe_n,eu_fe_std,eu_fe_mean,eu_fe_n,alpha_scatter,sproc_scatter,alpha_sproc_ratio,age_gyr
Danks_1,0.058001354823449626,-0.009997908399999998,5,0.06450111380580795,0.027711518400000003,5,0.21375292539596558,0.26101183891296387,5.0,,,,0.25006863474845886,0.24220287799835205,5.0,0.06125123431462878,0.21375292539596558,0.2865515604109943,
Dias_2,0.06507667973039301,0.013578535188888886,27,0.07390100468870585,0.0539456169,27,0.19450725615024567,0.1848471313714981,27.0,0.35398539900779724,0.16699929535388947,10.0,0.14457789063453674,0.19098487496376038,23.0,0.06948884220954943,0.27424633502960205,0.25338111520086065,1.7377999128939918
Dias_6,0.06503864648021965,0.004970633362499999,16,0.07940110372577576,0.07647524215625001,16,0.17643757164478302,0.05562714487314224,16.0,0.13071542978286743,0.06501543521881104,10.0,0.1539846807718277,0.14256440103054047,13.0,0.07221987510299771,0.15357649326324463,0.4702534454879499,1.096478099832217
Dolidze_32,0.07580089487584064,-0.004148970853333333,15,0.06276350649803959,0.05879918558666667,15,0.1408950239419937,0.032859526574611664,15.0,0.1478756070137024,0.1584187150001526,5.0,0.162126362323761,0.09773331135511398,15.0,0.06928220068694012,0.14438530802726746,0.47984245511915957,0.102329353157667
ESO_092_05,0.0886839999432784,0.06281600576315789,19,0.10663031230832898,0.11523548457894739,19,0.1888996660709381,0.03889242559671402,19.0,0.052834104746580124,0.04222485050559044,9.0,0.17136256396770477,0.1255149394273758,16.0,0.0976571561258037,0.12086688727140427,0.8079727899876865,4.466831997992294
ESO_130_08,0.07126614202560266,0.0234786294,18,0.05593034958550908,0.07973280277777778,18,0.12555371224880219,0.039916738867759705,18.0,0.08131617307662964,-0.0018334161723032594,12.0,0.21700778603553772,0.23737798631191254,15.0,0.06359824580555587,0.10343494266271591,0.6148622909082005,0.1778279410038923
ESO_130_13,0.11821555272618985,0.1018690035,6,0.11080421215384673,0.148472668,6,0.27796313166618347,-0.024084344506263733,6.0,0.17648285627365112,0.07492081075906754,5.0,0.14920289814472198,0.13374316692352295,5.0,0.11450988244001828,0.2272229939699173,0.5039537611901134,0.0338844319835388
ESO_166_04,0.10082004567765553,0.06484508219999999,5,0.1108943465357707,0.1314852788,5,0.24103227257728577,0.05544067546725273,5.0,,,,,,,0.10585719610671311,0.24103227257728577,0.4391826661833035,0.1995263191254866
ESO_211_03,0.06898418197850621,0.0009472257961111128,18,0.06775356092670266,0.04425196385,18,0.28414100408554077,0.25202906131744385,18.0,0.14566053450107574,0.18361015617847443,11.0,0.2272263467311859,0.21532773971557617,15.0,0.06836887145260444,0.21490076184272766,0.31814159645762125,1.288248533293805
ESO_226_06,0.05138130919899019,0.02265118596,5,0.04837188692283009,0.059634911619999995,5,0.10872309654951096,0.027607131749391556,5.0,,,,0.18458227813243866,0.18701553344726562,5.0,0.049876598060910146,0.10872309654951096,0.45874887345760107,0.0323593827469971
ESO_312_03,0.06526357071261665,-0.03579040885999999,15,0.0894407439887878,0.029191932006666668,15,0.24164816737174988,0.12810049951076508,15.0,0.2046521008014679,0.20516718924045563,7.0,0.1796676218509674,0.14796914160251617,13.0,0.07735215735070222,0.2231501340866089,0.3466372882423649,0.0870963704709874
