cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
UBC_668,10,0.4727,0.1118,0.0,0.093,0.083,-17.25,25.55,0.512861429039393,0.5-1,5.265640931517015,-0.057800295485099504,0.057800295485099504
NGC_5823,3,0.6103,0.112,0.0,-0.065,0.188,-36.09,44.19,0.0794328409152129,<0.1,6.737432771114849,0.09932422358389621,0.09932422358389621
Haffner_21,7,0.3795,0.1124,0.0,-0.075,0.164,29.43,20.79,0.2691536695250797,0.1-0.3,10.11477568577965,0.124415491549229,0.124415491549229
UBC_561,16,0.4281,0.1124,0.0517,0.042,0.171,-23.41,24.64,0.2691536695250797,0.1-0.3,6.484605500774199,-0.011810927892263495,0.011810927892263495
Ruprecht_96,26,0.3829,0.1124,0.0812,-0.025,0.227,-5.69,21.69,0.0467735223455781,<0.1,7.307944829796713,0.010141012125606991,0.010141012125606991
Gulliver_14,5,0.3993,0.1129,0.0,0.097,0.096,-24.91,40.05,0.602559215586761,0.5-1,6.801898922550502,0.02368188517245808,0.02368188517245808
Ruprecht_44,24,0.3921,0.1129,0.0,-0.103,0.177,58.81,23.14,0.0144543926289566,<0.1,12.37665198143004,0.08422409220517542,0.08422409220517542
Ruprecht_108,24,0.4916,0.113,0.0,0.01,0.179,-25.53,27.3,0.0831763917221371,<0.1,7.532852129042983,0.08960700098140996,0.08960700098140996
NGC_4463,5,0.4496,0.113,0.0,0.0,0.111,-19.06,19.68,0.0288403175645028,<0.1,7.335028234157134,-0.049238876705130205,0.049238876705130205
UPK_46,24,0.3276,0.1135,0.0779,-0.106,0.227,-7.58,32.65,0.1548815122441698,0.1-0.3,7.601152742492409,-0.11220392531004174,0.11220392531004174
UBC_548,21,0.543,0.1138,0.0681,0.13,0.106,-36.37,27.68,0.4168692736211187,0.3-0.5,5.900454951711478,0.022216375523548566,0.022216375523548566
Basel_17,12,0.2128,0.1139,0.0,-0.05,0.185,-3.96,30.37,0.1047129651766653,0.1-0.3,7.637200118988887,0.07152813350001304,0.07152813350001304
Collinder_140,28,0.3963,0.1141,0.0472,-0.2,0.167,55.8,25.06,0.0269153374005781,<0.1,8.291077934486697,-0.03122696802865711,0.03122696802865711
FSR_1452,20,0.4411,0.1141,0.0816,-0.069,0.14,27.45,17.79,0.2344228197592381,0.1-0.3,8.685252321204885,-0.07647596959349949,0.07647596959349949
UBC_212,59,0.3767,0.1142,0.0464,-0.106,0.188,37.35,33.78,1.0715186464071411,1-2,10.750715675568495,-0.08202234935519134,0.08202234935519134
NGC_6469,18,0.3857,0.1143,0.0815,-0.006,0.105,-7.01,39.97,0.069183121399144,<0.1,6.433343211148692,0.07488789956049359,0.07488789956049359
SAI_109,8,0.2679,0.1143,0.0256,-0.044,0.169,9.88,22.11,1.047129651766654,1-2,12.671038296138237,0.34041402391096304,0.34041402391096304
NGC_3033,12,0.3731,0.1144,0.0,0.051,0.265,26.58,21.94,0.6760828566222641,0.5-1,8.025939725827032,-0.04788189984428552,0.04788189984428552
Gulliver_36,8,0.4206,0.1144,0.0,-0.111,0.202,43.01,21.38,0.7413100459583173,0.5-1,8.630275998872388,0.008907960032780066,0.008907960032780066
UBC_502,12,0.4253,0.1151,0.0836,-0.051,0.127,7.46,19.2,0.3981075202376551,0.3-0.5,7.7920510859666825,-0.00988343803593376,0.00988343803593376
UBC_669,9,0.4777,0.1152,0.0234,0.098,0.108,-26.9,22.41,0.2951211041237279,0.1-0.3,5.708457117494043,-0.030084396740415558,0.030084396740415558
Gulliver_41,18,0.4428,0.1152,0.0653,0.009,0.138,-12.61,43.66,,,3.2636605047201646,-0.11174288718848095,0.11174288718848095
NGC_5316,23,0.3867,0.1155,0.0394,0.007,0.172,-12.03,20.83,0.1659587927845761,0.1-0.3,7.242135653835198,0.020859292607375363,0.020859292607375363
Lynga_9,21,0.444,0.1155,0.0538,0.15,0.097,-34.93,27.67,0.6309576215861531,0.5-1,5.733472006621617,0.06658970589054809,0.06658970589054809
Ruprecht_79,12,0.3755,0.1158,0.0,-0.05,0.176,19.77,29.13,0.0616594947701844,<0.1,8.79506525915034,-0.04459362001392202,0.04459362001392202
UBC_508,25,0.4165,0.116,0.0448,-0.068,0.256,-2.37,23.14,1.2022642234116694,1-2,8.92844056512576,-0.07575785471065093,0.07575785471065093
Trumpler_18,21,0.4405,0.1161,0.0725,-0.065,0.205,-0.84,20.74,0.0478629903136986,<0.1,7.695527235915367,0.015631121116589448,0.015631121116589448
Trumpler_7,13,0.4216,0.1162,0.0,-0.169,0.151,41.65,35.57,0.0660693709156595,<0.1,9.199820901708588,-0.08147075745134173,0.08147075745134173
LP_1994,18,0.4418,0.1162,0.0787,-0.086,0.337,-9.0,33.95,0.7244353873869618,0.5-1,7.267697785553376,0.18379093547617495,0.18379093547617495
ASCC_29,28,0.3783,0.1163,0.0666,-0.152,0.215,34.65,28.0,0.0933253849940474,<0.1,9.012683033110784,0.020652697723517653,0.020652697723517653
Graham_1,12,0.4351,0.1163,0.0779,-0.086,0.186,6.5,13.32,0.0154881682297679,<0.1,7.817897120555828,-0.2229414678077372,0.2229414678077372
UPK_40,36,0.4276,0.1164,0.0,0.001,0.219,8.93,38.34,0.5370312303176601,0.5-1,7.579450027867828,-0.11503464911966031,0.11503464911966031
UBC_500,16,0.4049,0.1166,0.0825,-0.114,0.232,4.99,26.12,0.2511884225153641,0.1-0.3,7.796808828759332,0.16621297795986142,0.16621297795986142
UPK_607,8,0.4132,0.1166,0.0,-0.105,0.251,-7.67,37.15,0.0154881682297679,<0.1,7.420289572540852,0.04322937487407309,0.04322937487407309
Trumpler_21,9,0.357,0.1167,0.0,0.055,0.188,-15.04,22.85,0.0489778883899246,<0.1,7.359608138472784,0.011761257897105543,0.011761257897105543
Gulliver_34,13,0.214,0.117,0.0,-0.076,0.2,-3.65,29.1,,,7.793400141458065,0.11347883268044086,0.11347883268044086
UPK_604,7,0.4792,0.117,0.0332,0.128,0.183,-24.51,17.25,0.0426579631209555,<0.1,7.567926676932295,0.010312348233578867,0.010312348233578867
UPK_31,15,0.457,0.1172,0.0566,-0.037,0.214,36.24,30.76,0.5011870135142811,0.5-1,7.639262547620637,-0.0431793789457164,0.0431793789457164
Dias_6,16,0.4287,0.1172,0.0664,-0.01,0.134,-12.29,44.8,1.096478099832217,1-2,5.372585342246478,-0.04064661368735005,0.04064661368735005
NGC_2186,9,0.3661,0.1175,0.0,-0.068,0.168,23.26,23.67,0.2511884225153641,0.1-0.3,10.373994346104624,-0.23481406254508827,0.23481406254508827
Saurer_2,5,0.2293,0.1175,0.0,-0.107,0.095,53.82,24.32,1.621810239813303,1-2,13.457258112810718,-0.13529863793178123,0.13529863793178123
UBC_492,22,0.3883,0.1176,0.0748,-0.062,0.173,25.19,23.0,0.0588843629494562,<0.1,8.217902375932722,0.1440048054508196,0.1440048054508196
Ruprecht_107,12,0.5041,0.1177,0.0642,-0.009,0.176,-19.54,26.45,0.2041739917404129,0.1-0.3,6.600294861930124,-0.15022678807263215,0.15022678807263215
Gulliver_13,11,0.3695,0.1178,0.0,-0.062,0.184,55.55,29.83,1.0,0.5-1,9.317921552441318,-0.09621403661808071,0.09621403661808071
Ruprecht_143,23,0.4873,0.1179,0.079,0.096,0.128,-1.72,33.68,0.3981075202376551,0.3-0.5,5.320227566566297,-0.0636842901597957,0.0636842901597957
Pismis_17,12,0.4826,0.1179,0.0,-0.06,0.111,3.02,35.37,,,7.6542615304008415,0.023661618835551252,0.023661618835551252
NGC_4852,28,0.4428,0.1181,0.0349,-0.01,0.133,-16.91,25.46,0.0776246877988414,<0.1,7.460173435541383,0.09419108921254189,0.09419108921254189
Trumpler_13,28,0.4363,0.1183,0.0352,-0.088,0.199,13.85,31.32,0.1819701817628807,0.1-0.3,8.42273764487987,-0.20063634857180604,0.20063634857180604
ESO_559_13,8,0.3263,0.1186,0.0666,-0.244,0.131,51.36,21.74,0.6165949477018448,0.5-1,9.754662695519688,-0.043820600611211055,0.043820600611211055
UBC_661,4,0.315,0.1186,0.0765,-0.026,0.05,-7.43,19.66,,,7.590245536279996,-0.0025756912948993564,0.0025756912948993564
BH_19,6,0.4844,0.1187,0.0686,-0.189,0.181,46.03,24.59,0.3090293803866819,0.3-0.5,11.093876008629403,0.023353809048820857,0.023353809048820857
ASCC_58,14,0.3803,0.1192,0.0,-0.039,0.18,-2.42,19.13,0.0524807206714521,<0.1,8.037834950503651,0.03124810817892536,0.03124810817892536
NGC_2204,54,0.3228,0.1193,0.0757,-0.269,0.196,57.2,33.72,2.089294662720361,2-5,11.790978567468999,-1.298969340733423,1.298969340733423
UBC_452,4,0.551,0.1195,0.063,-0.028,0.263,70.04,20.27,1.0,0.5-1,10.87152241680472,-0.08367017527902602,0.08367017527902602
Trumpler_11,8,0.3845,0.1197,0.0,-0.099,0.189,20.01,21.62,0.0275422906622152,<0.1,8.113063911097864,-0.32405102167501804,0.32405102167501804
Gulliver_35,21,0.4586,0.1197,0.0788,0.005,0.124,15.32,13.66,0.1548815122441698,0.1-0.3,7.980005279764957,-0.0833130442915571,0.0833130442915571
UBC_95,16,0.3811,0.1197,0.088,-0.028,0.113,-9.88,29.97,0.3981075202376551,0.3-0.5,6.10882462287454,0.08835986531476571,0.08835986531476571
Collinder_74,31,0.4067,0.1202,0.0,-0.148,0.17,30.9,24.45,1.9054595463785964,1-2,10.610617036492103,-0.4482752052823798,0.4482752052823798
NGC_6281,23,0.4617,0.1204,0.0828,0.079,0.122,-25.81,24.86,0.512861429039393,0.5-1,7.601309546401969,0.038002568298619685,0.038002568298619685
Pismis_19,10,0.3962,0.1204,0.089,-0.008,0.197,-21.83,18.78,0.8317639172213713,0.5-1,6.044075950249077,-0.0072566948491465215,0.0072566948491465215
Mayer_3,6,0.3885,0.1205,0.0899,-0.247,0.147,50.15,14.24,,,11.610119089190395,0.01150188947835758,0.01150188947835758
Melotte_105,20,0.4083,0.1205,0.0,0.0,0.188,1.92,23.07,0.3019948537254365,0.3-0.5,7.515184842727737,-0.08518771356156145,0.08518771356156145
UBC_313,41,0.4457,0.1206,0.0557,0.052,0.16,-31.15,28.73,0.0602559877171915,<0.1,5.3884085928220635,-0.08968637478319656,0.08968637478319656
UBC_659,19,0.4349,0.1208,0.0817,-0.058,0.189,-6.33,23.79,0.0275422906622152,<0.1,7.597634168001443,0.005880864766971545,0.005880864766971545
UBC_524,9,0.3814,0.1212,0.0,-0.082,0.269,-15.31,26.31,0.8317639172213713,0.5-1,6.857156960915555,0.13818088591299924,0.13818088591299924
Berkeley_75,27,0.4127,0.1216,0.0363,-0.206,0.25,69.35,25.51,1.698241862446276,1-2,17.205998031110838,-2.167994279957093,2.167994279957093
UBC_314,21,0.5138,0.1219,0.0,0.09,0.122,-18.92,28.08,3.090293803866819,2-5,6.679622248851089,0.03835315854678607,0.03835315854678607
UBC_355,12,0.4305,0.1219,0.0897,-0.049,0.144,-7.28,21.41,0.0245470816103821,<0.1,6.27837415645419,-0.01928077206064002,0.01928077206064002
UBC_545,6,0.3699,0.1222,0.0704,0.081,0.105,-17.21,48.68,0.0354813545061708,<0.1,5.514096686668658,-0.026654881296499327,0.026654881296499327
Teutsch_143a,17,0.4458,0.1223,0.0798,-0.036,0.166,-4.79,24.23,1.096478099832217,1-2,7.785595016168796,-0.010326818373091722,0.010326818373091722
Melotte_22,17,0.424,0.1223,0.0,-0.171,0.161,-8.09,34.49,0.0776246877988414,<0.1,8.243428225984937,-0.03342002745069658,0.03342002745069658
UBC_520,20,0.3936,0.1225,0.054,-0.078,0.267,-5.84,40.43,0.794327537013272,0.5-1,7.313766295452946,-0.12153265626064773,0.12153265626064773
Collinder_272,8,0.3268,0.1226,0.0,-0.124,0.245,-15.38,51.44,0.045708802901852,<0.1,6.918870308397424,0.06764868595593317,0.06764868595593317
SAI_116,24,0.4006,0.1226,0.0796,-0.022,0.234,-6.37,22.98,0.1258926517592568,0.1-0.3,7.433639761788754,-0.00345002587785263,0.00345002587785263
BH_121,12,0.3249,0.123,0.0,-0.115,0.259,5.76,25.22,0.0026302684539632,<0.1,7.415154400104445,-0.056751629488403774,0.056751629488403774
UBC_672,14,0.4555,0.1231,0.0,0.069,0.186,-29.06,29.05,0.0104712850206276,<0.1,6.44510082229664,0.06628227756538503,0.06628227756538503
BH_85,13,0.3816,0.1238,0.06,-0.081,0.17,17.92,19.83,2.290865841769215,2-5,11.661509274021148,0.7657234411457378,0.7657234411457378
Trumpler_10,18,0.3426,0.1238,0.0836,-0.095,0.199,28.28,30.87,0.0323593827469971,<0.1,8.187764189320594,0.025385507766109667,0.025385507766109667
UBC_522,12,0.4246,0.1238,0.0756,0.004,0.109,-9.42,25.72,0.0151356065017864,<0.1,7.115362733607216,0.07155730183537863,0.07155730183537863
ASCC_85,4,0.606,0.124,0.0687,-0.006,0.295,-4.77,26.91,0.0707945628925188,<0.1,7.28975407566005,0.014622636923339,0.014622636923339
NGC_2360,10,0.3973,0.124,0.0725,-0.204,0.173,66.64,30.36,1.0232935315766702,1-2,8.877809659029596,-0.004638543517031229,0.004638543517031229
UPK_45,54,0.3946,0.1241,0.0475,-0.103,0.216,17.86,45.05,0.1047129651766653,0.1-0.3,7.430044118248336,-0.10277747080384385,0.10277747080384385
Kronberger_25,10,0.3676,0.1245,0.0594,0.081,0.124,-17.45,33.36,,,4.669122528511855,-0.018757346819229952,0.018757346819229952
BH_84,22,0.4636,0.1246,0.0821,0.03,0.136,14.69,13.3,0.1348963238056844,0.1-0.3,8.60115380621743,-0.19274667400097392,0.19274667400097392
Lynga_3,15,0.447,0.1252,0.086,0.026,0.168,-24.16,28.33,,,5.895037609405849,-0.11154270115781399,0.11154270115781399
NGC_6704,11,0.3845,0.1252,0.0665,0.035,0.212,-18.27,45.42,0.1995263191254866,0.1-0.3,6.189963534293972,-0.07352128980013367,0.07352128980013367
UBC_642,33,0.3453,0.1256,0.0914,-0.112,0.257,41.29,36.6,,,9.760475645640241,0.6550847092600551,0.6550847092600551
Trumpler_34,7,0.4602,0.126,0.1011,0.023,0.2,11.25,28.12,,,5.301467987235019,-0.05899878537257415,0.05899878537257415
UBC_648,35,0.3685,0.1268,0.0772,-0.178,0.224,44.37,30.5,2.238723104986867,2-5,10.518229549892677,1.2698808952214218,1.2698808952214218
Trumpler_12,32,0.4033,0.127,0.0925,-0.034,0.187,6.7,24.74,0.6606929837429628,0.5-1,8.137984036708264,-0.23599244025765556,0.23599244025765556
Ruprecht_135,13,0.4102,0.1273,0.0,0.006,0.201,4.94,42.99,0.645654852868111,0.5-1,7.070208388518853,0.13928705579041648,0.13928705579041648
Gulliver_58,13,0.4492,0.1276,0.0529,0.004,0.117,-13.59,24.47,0.6606929837429628,0.5-1,7.104243242855645,0.05683292980528572,0.05683292980528572
UBC_511,39,0.376,0.1278,0.1043,-0.1,0.227,9.21,27.77,0.5370312303176601,0.5-1,7.769706606305884,-0.2590545386071322,0.2590545386071322
Ruprecht_167,10,0.3808,0.1279,0.1019,0.017,0.203,-9.8,33.99,0.5370312303176601,0.5-1,7.081144808290279,0.07596332806389945,0.07596332806389945
Ruprecht_117,33,0.4422,0.1283,0.0685,0.066,0.152,-35.65,26.43,0.1318256391182683,0.1-0.3,5.186900268047819,-0.08996426112274818,0.08996426112274818
UBC_510,15,0.4934,0.1283,0.0678,-0.026,0.188,-4.31,27.78,0.0154881682297679,<0.1,8.1353269164686,-0.2679067939459571,0.2679067939459571
UBC_655,16,0.3983,0.1286,0.0396,-0.047,0.257,5.1,25.55,,,7.802048081218742,-0.24268747288794681,0.24268747288794681
UBC_527,9,0.4365,0.1288,0.0,-0.004,0.15,-17.03,19.83,0.2511884225153641,0.1-0.3,7.167474178637268,-0.11438929309549876,0.11438929309549876
UPK_629,39,0.4001,0.1288,0.0527,-0.209,0.399,-37.93,40.88,0.5248077829311784,0.5-1,7.3023601566770875,-0.12006340054173208,0.12006340054173208
UBC_273,15,0.4173,0.1291,0.0515,0.038,0.186,3.57,16.91,0.045708802901852,<0.1,7.5608735967879275,0.034295939822521396,0.034295939822521396
UBC_343,8,0.506,0.1294,0.0781,0.136,0.13,-2.0,27.29,0.0199526319125486,<0.1,6.130899601139595,-0.043324701663379636,0.043324701663379636
LP_2100,18,0.4911,0.1296,0.0922,0.082,0.236,-24.41,22.17,0.2511884225153641,0.1-0.3,6.68728578984108,-0.05956333170131904,0.05956333170131904
UBC_318,8,0.5343,0.1298,0.0,0.138,0.085,-27.14,12.84,0.0112201894707378,<0.1,5.4265249261403525,-0.05017102738123773,0.05017102738123773
Alessi_43,12,0.3688,0.13,0.0555,-0.051,0.184,24.91,21.62,0.0114815347022194,<0.1,8.303308132848949,0.046504870348622676,0.046504870348622676
Ruprecht_71,7,0.4341,0.1303,0.0,-0.143,0.15,38.74,27.45,0.021379617139194,<0.1,8.50340633858375,-0.04805357650834789,0.04805357650834789
Teutsch_84,5,0.43,0.1304,0.1063,-0.062,0.218,-48.0,21.3,1.047129651766654,1-2,5.787081887729065,-0.004887408073572724,0.004887408073572724
Ruprecht_43,16,0.38,0.1305,0.0291,-0.14,0.177,60.51,24.23,,,14.824448449582185,0.08966256370925947,0.08966256370925947
UPK_17,5,0.4381,0.1305,0.0,0.023,0.25,-33.03,18.21,0.5370312303176601,0.5-1,7.484125416538393,-0.02919678202252898,0.02919678202252898
Ferrero_1,22,0.3378,0.1306,0.0,-0.174,0.152,-11.06,75.62,0.2511884225153641,0.1-0.3,7.257836104061622,-0.10534674216893154,0.10534674216893154
Basel_8,12,0.2906,0.1308,0.0836,-0.103,0.123,33.06,29.1,0.069183121399144,<0.1,9.607166947213589,0.020184229911801414,0.020184229911801414
IC_2948,9,0.3295,0.1311,0.0,-0.109,0.273,8.95,26.41,0.006456541439665,<0.1,7.412164681019804,-0.05795330302276973,0.05795330302276973
UBC_295,17,0.4738,0.1317,0.0999,0.007,0.191,-16.85,26.58,0.5011870135142811,0.5-1,7.1308045849250625,0.06771165394925056,0.06771165394925056
Loden_372,23,0.4439,0.1317,0.1021,-0.019,0.147,0.4,17.45,0.0954992627963111,<0.1,7.611922294330928,0.10579498674671113,0.10579498674671113
NGC_3680,10,0.3797,0.1317,0.0723,-0.124,0.332,18.76,45.09,2.1877623926123007,2-5,7.886992991069137,0.3319324769816824,0.3319324769816824
UPK_540,50,0.3631,0.1318,0.0,-0.14,0.212,39.43,36.55,0.0371535375952047,<0.1,8.125889663396737,-0.08902339129704288,0.08902339129704288
UPK_642,13,0.4272,0.1318,0.0,-0.033,0.154,-20.87,40.16,0.1659587927845761,0.1-0.3,7.186312101913088,-0.08149473373786285,0.08149473373786285
FSR_1380,16,0.4694,0.1319,0.1027,-0.015,0.124,34.86,27.07,1.0232935315766702,1-2,9.747869813081932,-0.21130624380317534,0.21130624380317534
UBC_514,34,0.4496,0.1319,0.0848,-0.088,0.228,9.17,28.8,2.238723104986867,2-5,7.567128644802902,-0.4292296865805626,0.4292296865805626
Harvard_13,28,0.5055,0.1319,0.0843,0.001,0.16,-30.22,35.04,0.8511386362915022,0.5-1,6.976854330570353,-0.06982869397396656,0.06982869397396656
ASCC_87,7,0.2859,0.1325,0.1182,-0.124,0.302,-42.48,35.88,0.0831763917221371,<0.1,7.345251286663219,0.12965745412542404,0.12965745412542404
Ivanov_8,12,0.3205,0.1327,0.0924,-0.206,0.208,40.89,19.08,,,15.681559929759228,0.0777367876649487,0.0777367876649487
ASCC_79,17,0.4072,0.133,0.0661,0.063,0.127,-17.18,26.82,0.0186208705488312,<0.1,7.491678930856648,-0.023947567763993798,0.023947567763993798
UPK_579,27,0.3576,0.133,0.1055,-0.147,0.223,-7.06,30.69,0.1202264223411669,0.1-0.3,7.755877436497417,0.17602440840650366,0.17602440840650366
Hogg_17,16,0.4292,0.1332,0.0967,0.032,0.16,-24.9,22.5,0.1479108648008083,0.1-0.3,6.620777339395652,-0.02035998650632313,0.02035998650632313
UPK_38,11,0.4528,0.1334,0.0,0.056,0.164,-4.94,26.87,0.0144543926289566,<0.1,7.613848002558808,0.03044489347719271,0.03044489347719271
Collinder_277,39,0.3823,0.1335,0.0901,-0.062,0.206,-15.18,31.19,0.9772367059324804,0.5-1,7.169035833583818,-0.09785809793683635,0.09785809793683635
Turner_5,42,0.3584,0.1336,0.0897,-0.12,0.231,33.5,29.57,0.323593827469971,0.3-0.5,8.173530973479908,0.10284447475328735,0.10284447475328735
LP_658,8,0.2944,0.1339,0.0263,-0.129,0.244,46.72,18.51,0.9332548746146908,0.5-1,9.395366461647377,-0.1908294810021914,0.1908294810021914
ESO_312_03,15,0.439,0.134,0.0715,0.011,0.1,37.48,17.96,0.0870963704709874,<0.1,9.923587054815236,-0.13826314546733945,0.13826314546733945
UBC_467,17,0.4082,0.1343,0.0462,-0.185,0.192,57.06,33.02,1.4454392628956645,1-2,11.915570639417295,0.5100931749573935,0.5100931749573935
UBC_317,13,0.4938,0.1347,0.0,0.098,0.078,-17.28,23.09,0.323593827469971,0.3-0.5,6.025813407352985,-0.03210198387539613,0.03210198387539613
UBC_252,33,0.314,0.1348,0.1044,-0.14,0.209,28.55,28.63,0.9772367059324804,0.5-1,9.587684304424961,-0.334952713136392,0.334952713136392
Alessi_9,5,0.4952,0.1354,0.0818,-0.085,0.196,-57.46,69.7,0.2818381693478142,0.1-0.3,7.925125799836182,-0.012352670746794029,0.012352670746794029
Alessi_13,3,0.4122,0.1365,0.1117,-0.038,0.25,32.49,52.67,0.0354813545061708,<0.1,8.153713243310783,-0.06556180551303846,0.06556180551303846
FSR_1063,15,0.3897,0.1367,0.1052,-0.108,0.107,45.75,21.61,0.1096478099832217,0.1-0.3,10.376770278235911,-0.1450818274327505,0.1450818274327505
Pismis_2,6,0.283,0.1368,0.1126,-0.108,0.241,57.42,38.26,1.862089099377868,1-2,10.028114817998333,-0.2406521429866794,0.2406521429866794
LP_403,20,0.4963,0.1368,0.0688,-0.047,0.204,7.01,23.21,0.0263026845396328,<0.1,7.7860234629984735,0.05262486245728944,0.05262486245728944
Berkeley_25,19,0.1481,0.1369,0.0972,-0.112,0.209,33.48,25.74,2.454710856206481,2-5,19.31243433533402,-2.128952427920018,2.128952427920018
Teutsch_80,6,0.3628,0.137,0.0987,0.057,0.109,-19.58,14.21,0.2238723104986867,0.1-0.3,6.3174674574618,-0.03881836144432109,0.03881836144432109
LP_2238,14,0.4608,0.1373,0.0776,-0.017,0.267,-2.14,25.34,0.2951211041237279,0.1-0.3,7.799408062769957,0.09253937724621676,0.09253937724621676
IC_4756,19,0.4346,0.1374,0.0851,-0.084,0.303,-6.3,44.77,1.288248533293805,1-2,7.743699324361024,0.06416135464700704,0.06416135464700704
Hogg_18,15,0.3074,0.1381,0.0967,-0.1,0.253,-24.09,31.46,0.2630268453963283,0.1-0.3,6.847595407818565,0.2153195706470908,0.2153195706470908
UBC_638,27,0.317,0.1384,0.0846,-0.327,0.481,65.34,31.79,1.5848924964027185,1-2,16.68086098834001,1.4156900009939763,1.4156900009939763
UBC_637,27,0.317,0.1384,0.0846,-0.327,0.481,65.34,31.79,1.6595879278457617,1-2,11.675153970611753,0.6923358884598015,0.6923358884598015
UBC_513,14,0.483,0.1385,0.0564,-0.003,0.128,14.19,19.47,0.2041739917404129,0.1-0.3,7.496413856803345,0.0049722433447299715,0.0049722433447299715
IC_2395,15,0.3474,0.1385,0.0763,-0.127,0.194,24.77,24.16,0.0204173767566041,<0.1,8.197167079648457,-0.024967006565527205,0.024967006565527205
Sher_1,14,0.3914,0.1388,0.0759,-0.139,0.298,-2.58,32.36,0.0131825639118268,<0.1,9.949339908177757,-0.02552266690623643,0.02552266690623643
Hogg_21,7,0.5761,0.1391,0.0,0.125,0.075,-22.94,14.14,0.0891250546711345,<0.1,5.683829881450193,-0.054852422539571496,0.054852422539571496
NGC_1901,19,0.233,0.1391,0.1074,-0.247,0.335,56.57,76.54,0.8912505467113453,0.5-1,8.075763202992277,-0.2142159623938364,0.2142159623938364
IC_4651,18,0.3441,0.1392,0.0563,-0.046,0.228,-15.05,42.32,1.6595879278457617,1-2,7.247346787457791,-0.11164680695671945,0.11164680695671945
Andrews_Lindsay_5,4,0.634,0.1396,0.073,0.022,0.104,8.57,36.2,,,3.781216733705657,-0.08072845973947056,0.08072845973947056
Westerlund_1,8,0.5316,0.1397,0.0958,-0.051,0.205,-13.24,49.49,,,4.617241270720047,-0.016493405993136683,0.016493405993136683
ASCC_16,27,0.3802,0.14,0.1143,-0.089,0.198,27.68,34.57,0.0134896323805684,<0.1,8.435013835307213,-0.08946838088000264,0.08946838088000264
NGC_6631,14,0.4424,0.1401,0.0763,0.062,0.17,0.18,24.78,0.1995263191254866,0.1-0.3,5.353317300569866,0.004366692842782866,0.004366692842782866
Lynga_1,20,0.4398,0.1403,0.0986,0.096,0.126,-18.01,24.49,0.1659587927845761,0.1-0.3,6.8124195302787625,0.002872163551378166,0.002872163551378166
NGC_6728,11,0.3746,0.1404,0.0,-0.022,0.242,9.21,36.71,0.602559215586761,0.5-1,6.501089645819064,-0.16897732369818008,0.16897732369818008
ASCC_66,12,0.3715,0.1407,0.0896,-0.135,0.223,7.18,39.39,0.0588843629494562,<0.1,7.849089378740879,0.10400325242760451,0.10400325242760451
Ruprecht_102,7,0.2635,0.1411,0.0,0.059,0.191,-2.25,23.76,0.4365161773191,0.3-0.5,7.156477722145814,0.00730466606512244,0.00730466606512244
NGC_3496,20,0.4254,0.1412,0.0772,-0.069,0.283,0.3,26.62,0.5011870135142811,0.5-1,7.657536298792372,0.00010496112239462632,0.00010496112239462632
NGC_6208,32,0.4448,0.1412,0.0461,-0.001,0.205,-26.49,34.04,1.4125363038976315,1-2,7.06701257440249,-0.10248852677044289,0.10248852677044289
Ruprecht_8,8,0.4267,0.1414,0.0,-0.059,0.261,50.59,27.9,0.3981075202376551,0.3-0.5,9.813673544666019,-0.12844686471019862,0.12844686471019862
NGC_3114,25,0.4127,0.1415,0.0846,-0.078,0.235,13.37,24.28,0.1445439262895664,0.1-0.3,7.947986807040257,-0.04938174438745334,0.04938174438745334
NGC_4755,16,0.4694,0.1416,0.0,-0.02,0.203,-14.57,28.73,0.0120226422341166,<0.1,7.16950500098543,0.11216354087326537,0.11216354087326537
NGC_2184,24,0.2798,0.1416,0.1106,-0.124,0.266,36.22,31.37,0.645654852868111,0.5-1,8.626643510577136,-0.0880495899159065,0.0880495899159065
FSR_1580,16,0.4268,0.1417,0.0813,-0.011,0.163,-0.1,15.95,,,8.993451014698298,0.3809766099437049,0.3809766099437049
Ruprecht_94,15,0.3697,0.1419,0.1,-0.053,0.21,3.87,27.43,0.0245470816103821,<0.1,7.439668195773144,-0.07388219805521772,0.07388219805521772
Ruprecht_101,13,0.3191,0.1421,0.0604,0.014,0.125,-18.63,21.61,1.047129651766654,1-2,7.159672603635489,-0.016256976974380482,0.016256976974380482
BH_92,13,0.3768,0.1424,0.0913,0.006,0.121,10.83,16.63,0.2137961713919407,0.1-0.3,7.949778602269978,0.03868241115850819,0.03868241115850819
UBC_519,13,0.3524,0.1426,0.1139,-0.069,0.29,-11.49,27.65,0.645654852868111,0.5-1,7.112066864362309,0.14858518325248102,0.14858518325248102
ESO_518_03,9,0.4802,0.1429,0.083,-0.032,0.198,-24.71,25.48,1.4125363038976315,1-2,6.403799034523295,0.39681061777250254,0.39681061777250254
UPK_578,15,0.4563,0.1429,0.0689,-0.004,0.217,-17.15,21.85,0.8709627484287175,0.5-1,7.644973583923306,0.11126765869733103,0.11126765869733103
UPK_624,56,0.3804,0.1432,0.0851,-0.046,0.257,-15.24,34.66,0.0398107083132505,<0.1,7.854484741438219,-0.03913946276735025,0.03913946276735025
